Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2019/09/25,74.7,74.8,74.1,74.8,-0.1,-0.13,0.93,"18,381","7,481",2.5,13.7,"+1,989",+620,-667,"+1,942",40.7,-262,"67,435",+76,"1,322",2
2019/09/26,75,75,74,74,-0.8,-1.07,1.34,"22,666","8,846",2.6,16.8,"-3,690",+362,-445,"-3,773",40.7,+615,"68,050",-130,"1,192",1.8
2019/09/27,74.1,74.3,73.2,73.2,-0.8,-1.08,1.49,"25,515","11,217",2.3,18.8,"-2,442",+24,"-1,276","-3,694",40.7,-628,"67,422",-137,"1,055",1.6
2019/10/01,72.2,73,72.2,72.6,-0.6,-0.82,1.09,"47,480","20,014",2.4,34.4,"-3,462",0,-672,"-4,134",40.7,"+1,009","68,430",-125,930,1.4
2019/10/02,72.2,72.5,72.2,72.3,-0.3,-0.41,0.41,"26,527","12,200",2.2,19.2,"-4,534",+61,+53,"-4,420",40.6,+617,"69,045",-105,825,1.2
2019/10/03,71.8,72.2,71.5,72,-0.3,-0.41,0.97,"28,106","13,528",2.1,20.2,"-10,081",+1,+180,"-9,899",40.6,+787,"69,832",+12,837,1.2
2019/10/04,72.2,72.7,72,72.7,+0.7,+0.97,0.97,"18,815","9,549",2,13.6,+427,-30,-63,+334,40.6,+235,"70,065",+16,853,1.2
2019/10/07,73.4,74,73.2,73.4,+0.7,+0.96,1.1,"25,366","11,706",2.2,18.7,"+1,731",+24,-448,"+1,307",40.6,-648,"69,417",-4,849,1.2
2019/10/08,73.9,74.2,73.5,74,+0.6,+0.82,0.95,"28,493","11,091",2.6,21.1,"+11,462",-6,-598,"+10,858",40.7,"-1,112","68,305",-24,825,1.2
2019/10/09,73.5,73.8,72.9,72.9,-1.1,-1.49,1.22,"18,870","7,885",2.4,13.8,-873,-64,"-1,171","-2,108",40.7,-9,"68,295",+69,894,1.3
2019/10/14,74.3,74.5,73.8,74.5,+1.6,+2.19,0.96,"48,248","15,732",3.1,35.8,"+33,529",0,-248,"+33,281",40.9,"-1,423","66,870",+63,957,1.4
2019/10/15,75,75.4,74.5,74.7,+0.2,+0.27,1.21,"39,992","12,889",3.1,30,"+10,518",+2,+218,"+10,738",41,+288,"67,157",-90,867,1.3
2019/10/16,75.4,75.4,74.7,75,+0.3,+0.4,0.94,"35,414","12,317",2.9,26.6,"+15,025",-40,"-1,749","+13,235",41.1,-30,"67,127",+38,905,1.3
2019/10/17,75.3,77.5,75,77.2,+2.2,+2.93,3.33,"81,667","32,370",2.5,62.2,"+24,434",+179,"+3,561","+28,174",41.3,+756,"67,882",+296,"1,201",1.8
2019/10/18,77.6,78.2,76.9,76.9,-0.3,-0.39,1.68,"79,307","22,232",3.6,61.4,"+14,036",+792,-852,"+13,976",41.4,"-1,467","66,415",+133,"1,334",2
2019/10/21,77.2,77.6,76.4,77.6,+0.7,+0.91,1.56,"32,660","12,693",2.6,25.2,"+7,955",+1,"+2,038","+9,994",41.4,+455,"66,869",+6,"1,340",2
2019/10/22,78.5,79.8,78.4,79.5,+1.9,+2.45,1.8,"84,258","34,399",2.4,66.7,"+41,123",-51,"+2,222","+43,294",41.8,"-2,594","64,275",+286,"1,626",2.5
2019/10/23,80,80.9,79.1,80.5,+1,+1.26,2.26,"89,181","33,358",2.7,71.4,"+36,147",0,"-2,823","+33,324",42,"-2,256","62,018",+156,"1,782",2.9
2019/10/24,80.9,81.2,80.2,80.5,0,0,1.24,"40,227","16,658",2.4,32.4,"+15,453",0,"-2,435","+13,017",42.1,"-1,461","60,557",+38,"1,820",3
2019/10/25,80.7,80.7,79.6,80.2,-0.3,-0.37,1.37,"35,866","14,070",2.5,28.7,"+13,369",+243,-63,"+13,549",42.2,-818,"59,739",+28,"1,848",3.1
2019/10/28,80.5,80.8,80,80.1,-0.1,-0.12,1,"24,589","11,179",2.2,19.8,"+5,897","+1,080",-665,"+6,312",42.3,-74,"59,664",-9,"1,839",3.1
2019/10/29,80.1,81.4,80.1,80.8,+0.7,+0.87,1.62,"43,339","18,579",2.3,35,"+6,501",+290,+783,"+7,574",42.3,+317,"59,981",+145,"1,984",3.3
2019/10/30,80.9,80.9,79.7,80.2,-0.6,-0.74,1.49,"31,199","12,486",2.5,25,"+1,052",-25,"-1,401",-374,42.2,+758,"60,739",+3,"1,987",3.3
2019/10/31,81,81.4,80.6,80.6,+0.4,+0.5,1,"39,616","15,447",2.6,32.1,"+12,152",+173,-101,"+12,224",42.3,"-1,228","59,509",+93,"2,080",3.5
2019/11/01,81.4,84.8,80.9,84.8,+4.2,+5.21,4.84,"126,496","54,653",2.3,105.2,"+47,987","+1,295","+5,077","+54,359",42.7,+484,"59,993","+1,025","3,105",5.2
2019/11/04,86.1,89.1,86.1,89,+4.2,+4.95,3.54,"157,046","69,524",2.3,137.9,"+45,291","+2,067","+1,706","+49,064",43,+80,"60,073","+1,136","4,241",7.1
2019/11/05,90,90.4,89.1,90,+1,+1.12,1.46,"114,555","49,127",2.3,102.8,"+53,257",+358,"-2,846","+50,769",43.4,"-4,322","55,750",+576,"4,817",8.6
2019/11/06,90.5,90.9,88.9,90.4,+0.4,+0.44,2.22,"102,693","43,449",2.4,92.5,"+44,002",-41,"-1,166","+42,795",43.7,"-1,823","53,926",+276,"5,093",9.4
2019/11/07,90.4,91,89.8,90.8,+0.4,+0.44,1.33,"91,907","36,793",2.5,83.1,"+43,149",+825,+544,"+44,518",44,"-1,155","52,770",+287,"5,380",10.2
2019/11/08,91.2,92.9,90.9,90.9,+0.1,+0.11,2.2,"107,940","48,100",2.2,99,"+21,242",+630,"+3,997","+25,869",44.2,"+3,414","56,184",+318,"5,698",10.1
2019/11/11,91,91.3,86.7,87.9,-3,-3.3,5.06,"113,464","47,982",2.4,100.4,"+43,583",-18,"-3,961","+39,604",44.5,"-2,231","53,953","-1,094","4,604",8.5
2019/11/12,89.1,91,88.7,91,+3.1,+3.53,2.62,"87,920","37,303",2.4,78.9,"+24,771",+270,"+4,793","+29,834",44.7,"+3,784","57,737",+723,"5,327",9.2
2019/11/13,90,90.6,89.2,89.7,-1.3,-1.43,1.54,"53,336","23,412",2.3,47.9,"+2,013",+148,"+1,882","+4,043",44.7,"+3,052","60,789",+29,"5,356",8.8
2019/11/14,91.4,91.4,89.3,89.3,-0.4,-0.45,2.34,"89,213","30,500",2.9,80.5,"+40,615",+742,"-4,276","+37,081",45,"-5,166","55,623",+308,"5,664",10.2
2019/11/15,90.7,90.8,89.8,90.1,+0.8,+0.9,1.12,"43,553","18,749",2.3,39.3,"+18,014",+5,+182,"+18,201",45.1,-870,"54,753",-51,"5,613",10.3
2019/11/18,90.1,90.7,89.9,90.5,+0.4,+0.44,0.89,"35,922","14,611",2.5,32.4,"+16,445",+488,+294,"+17,227",45.2,+68,"54,821",+45,"5,658",10.3
2019/11/19,90.5,92.8,90.3,92.8,+2.3,+2.54,2.76,"109,576","47,352",2.3,100.9,"+47,187",+398,"+6,706","+54,291",45.6,+748,"55,569",+452,"6,110",11
2019/11/20,92.8,92.8,91.2,91.9,-0.9,-0.97,1.72,"44,528","20,426",2.2,40.9,"+9,010",+395,"-1,817","+7,588",45.6,-410,"55,158",-394,"5,716",10.4
2019/11/21,91.2,92.5,90.7,92.5,+0.6,+0.65,1.96,"52,753","20,606",2.6,48.3,"+19,016",+44,-306,"+18,754",45.8,-851,"54,306",+384,"6,100",11.2
2019/11/22,93,93,91.3,91.4,-1.1,-1.19,1.84,"30,091","15,802",1.9,27.7,-46,-126,+465,+293,45.8,-561,"53,745",-111,"5,989",11.1
2019/11/25,91.6,91.6,89,89.6,-1.8,-1.97,2.84,"56,144","24,137",2.3,50.5,"+3,712",-194,"-2,213","+1,305",45.8,-499,"53,246",-579,"5,410",10.2
2019/11/26,90.4,90.4,89.4,89.9,+0.3,+0.33,1.12,"74,419","14,304",5.2,66.9,"+9,537",+14,-10,"+9,541",45.9,-844,"52,401",-122,"5,288",10.1
2019/11/27,89.6,90.8,89.6,90.6,+0.7,+0.78,1.33,"21,008","10,282",2,19,"+4,569",+609,+994,"+6,172",45.9,+14,"52,415",+41,"5,329",10.2
2019/11/28,90.6,90.7,89.7,89.8,-0.8,-0.88,1.1,"19,364","9,626",2,17.5,"+3,871",+100,-65,"+3,906",45.9,-566,"51,849",-52,"5,277",10.2
2019/11/29,90,90.5,88.2,88.5,-1.3,-1.45,2.56,"37,757","16,445",2.3,33.6,-969,+24,"-2,583","-3,528",45.9,-866,"50,983",-264,"5,013",9.8
2019/12/02,88.6,89.3,86.8,88.6,+0.1,+0.11,2.82,"31,236","14,896",2.1,27.5,"+9,049",+2,"-3,686","+5,365",46,"-1,301","49,682",-660,"4,353",8.8
2019/12/03,88.3,90.3,87.8,90,+1.4,+1.58,2.82,"34,645","14,042",2.5,31,"+4,847",+27,"+1,382","+6,256",46,+392,"50,074",+52,"4,405",8.8
2019/12/04,90,90,88.7,89.5,-0.5,-0.56,1.44,"26,035","9,926",2.6,23.2,+697,-19,-531,+147,46,-471,"49,604",-48,"4,357",8.8
2019/12/05,90,90.7,89.6,89.9,+0.4,+0.45,1.23,"19,852","9,419",2.1,17.9,"+2,741",0,"+1,279","+4,020",46.1,+220,"49,824",+167,"4,524",9.1
2019/12/06,90.6,90.9,89.7,90.5,+0.6,+0.67,1.33,"20,658","10,122",2,18.6,"+3,734",+9,+951,"+4,695",46.1,-244,"49,580",+175,"4,699",9.5
2019/12/09,90.8,91.7,90.3,91,+0.5,+0.55,1.55,"39,013","16,974",2.3,35.5,"+12,548",+13,"+1,861","+14,422",46.2,-409,"49,171",+22,"4,721",9.6
2019/12/10,90.5,90.8,90.1,90.3,-0.7,-0.77,0.77,"14,193","6,932",2,12.8,"-1,740",-14,-225,"-1,979",46.1,+193,"49,364",-59,"4,662",9.4
2019/12/11,90.5,91.3,90.4,91.3,+1,+1.11,1,"32,362","14,049",2.3,29.4,"+14,551",+196,+857,"+15,604",46.2,"-1,000","48,364",+103,"4,765",9.9
2019/12/12,92,92.2,91,91,-0.3,-0.33,1.31,"32,664","13,263",2.5,29.9,"+9,200",+62,+696,"+9,958",46.3,-138,"48,226",+113,"4,878",10.1
2019/12/13,92,92,90.9,91,0,0,1.21,"33,488","15,711",2.1,30.6,"+11,889",+88,-25,"+11,952",46.4,+270,"48,496",+74,"4,952",10.2
2019/12/16,91.5,92.4,91.1,91.6,+0.6,+0.66,1.43,"34,055","14,433",2.4,31.2,"+3,076",+111,"+1,180","+4,367",46.4,+253,"48,749",-60,"4,892",10
2019/12/17,91.8,91.9,91.1,91.6,0,0,0.87,"31,166","12,212",2.6,28.5,"-2,024",-863,+849,"-2,038",46.3,-168,"48,581",-95,"4,797",9.9
2019/12/18,91.6,92.8,91.1,92.4,+0.8,+0.87,1.86,"58,840","24,632",2.4,54.3,"+21,572",-880,"+3,354","+24,046",46.5,+387,"48,968",+314,"5,111",10.4
2019/12/19,92,92.2,91.3,92.2,-0.2,-0.22,0.97,"28,904","11,949",2.4,26.5,"+3,513",-893,"-1,040","+1,579",46.5,-381,"48,586",-86,"5,025",10.3
2019/12/20,92.5,92.6,91.1,91.1,-1.1,-1.19,1.63,"39,064","11,011",3.5,35.7,"+1,454",+303,-139,"+1,618",46.6,-526,"48,060",-89,"4,936",10.3
2019/12/23,91.3,91.7,90.7,91.5,+0.4,+0.44,1.1,"17,512","8,301",2.1,16,"+2,794",-133,-588,"+2,073",46.7,-233,"47,827",-53,"4,883",10.2
2019/12/24,91.5,91.5,90.8,90.9,-0.6,-0.66,0.77,"11,775","5,935",2,10.7,"+1,138",-48,+131,"+1,221",46.7,-167,"47,659",-15,"4,868",10.2
2019/12/25,91.1,91.3,90.8,91,+0.1,+0.11,0.55,"11,310","6,353",1.8,10.3,+568,0,+385,+953,46.8,+217,"47,876",-29,"4,839",10.1
2019/12/26,91,91.3,90.7,90.8,-0.2,-0.22,0.66,"10,097","5,517",1.8,9.2,"+1,610",-127,-530,+953,46.8,-348,"47,528",-104,"4,735",10
2019/12/27,91.4,91.9,91.1,91.5,+0.7,+0.77,0.88,"20,189","8,406",2.4,18.5,"+9,003",-29,+639,"+9,613",46.8,-720,"46,807",+22,"4,757",10.2
2019/12/30,91.6,91.8,90.9,90.9,-0.6,-0.66,0.98,"15,811","6,646",2.4,14.4,"-1,996","-1,628",-104,"-3,728",46.8,-55,"46,752",-85,"4,672",10
2019/12/31,90.7,91.4,90.7,90.8,-0.1,-0.11,0.77,"14,491","6,530",2.2,13.2,"-3,801","-1,110",-101,"-5,012",46.8,-119,"46,632",-12,"4,660",10
2020/01/02,91,91.5,90.3,90.8,0,0,1.32,"20,759","9,994",2.1,18.9,"-3,736",+865,+755,"-2,116",46.8,-93,"46,539",-66,"4,594",9.9
2020/01/03,91.4,92.2,90.8,91.6,+0.8,+0.88,1.54,"37,937","16,491",2.3,34.7,"+5,177",+926,+654,"+6,757",46.8,-195,"46,344",+2,"4,596",9.9
2020/01/06,91.1,91.1,90.1,90.5,-1.1,-1.2,1.09,"26,353","11,872",2.2,23.9,-813,+733,"-1,545","-1,625",46.8,+250,"46,594",-196,"4,400",9.4
2020/01/07,90.5,91,88.3,89.1,-1.4,-1.55,2.98,"43,978","21,340",2.1,39.4,"-4,589",+98,"-2,529","-7,020",46.8,-943,"45,651",-501,"3,899",8.5
2020/01/08,87.9,88.1,86.5,86.5,-2.6,-2.92,1.8,"56,101","28,087",2,48.9,"-6,924",-261,"-3,691","-10,876",46.7,-84,"45,567",-177,"3,722",8.2
2020/01/09,87.3,87.7,87,87.1,+0.6,+0.69,0.81,"28,513","13,485",2.1,24.9,+458,"-1,148",+166,-524,46.7,+194,"45,761",-2,"3,720",8.1
2020/01/10,88,89,87.5,89,+1.9,+2.18,1.72,"32,265","14,951",2.2,28.5,"+14,795",-1,-465,"+14,329",46.8,-682,"45,079",+387,"4,107",9.1
2020/01/13,89.7,89.7,88.6,89.6,+0.6,+0.67,1.24,"23,370","9,793",2.4,20.8,"+6,129",+344,"-1,110","+5,363",46.9,-804,"44,275",+88,"4,195",9.5
2020/01/14,90,90.1,89.6,90,+0.4,+0.45,0.56,"19,569","9,250",2.1,17.6,"+1,863",-695,+1,"+1,169",46.9,-137,"44,138",+53,"4,248",9.6
2020/01/15,90,90.3,89.5,89.9,-0.1,-0.11,0.89,"23,798","9,104",2.6,21.4,"+7,412",-336,"-2,566","+4,510",47,-896,"43,242",+227,"4,475",10.3
2020/01/16,89.8,90.2,89.4,90,+0.1,+0.11,0.89,"19,282","6,958",2.8,17.3,"+2,859",+269,+248,"+3,376",47,-333,"42,909",+19,"4,494",10.5
2020/01/17,91,92.4,91,92.3,+2.3,+2.56,1.56,"78,181","33,753",2.3,72,"+37,418",+282,"+3,953","+41,653",47.2,+824,"43,733",+218,"4,712",10.8
2020/01/20,92.7,93.4,92.1,92.3,0,0,1.41,"35,277","14,735",2.4,32.7,"+8,865",+255,-369,"+8,751",47.3,-417,"43,316",-97,"4,615",10.7
2020/01/30,85.5,86.2,83.1,83.1,-9.2,-9.97,3.36,"153,655","63,060",2.4,129.1,"-18,539",-948,"-9,238","-28,725",47.2,"-3,103","40,201",-520,"4,032",10
2020/01/31,83,84.9,82.6,83.2,+0.1,+0.12,2.77,"69,687","28,528",2.4,58.2,"-9,464","-1,926","-2,141","-13,531",47.1,-209,"39,991",+25,"4,057",10.1
2020/02/03,79.5,82.3,77.3,82.2,-1,-1.2,6.01,"66,667","27,283",2.4,53.3,"+10,089",-909,"-2,709","+6,471",47.2,"-1,565","38,425",+749,"4,806",12.5
2020/02/04,82.8,83.9,81.5,82.2,0,0,2.92,"49,698","18,430",2.7,41.3,"-3,853",-461,+70,"-4,244",47.1,-577,"37,848",+438,"5,244",13.9
2020/02/05,82.2,82.7,81.6,82.2,0,0,1.34,"49,302","17,553",2.8,40.5,"-4,095",-152,-881,"-5,128",47.1,"+1,931","39,777",+830,"6,074",15.3
2020/02/06,82.5,83.6,82.3,83.6,+1.4,+1.7,1.58,"44,278","16,635",2.7,36.7,"+4,620",-109,"+1,726","+6,237",47.2,+978,"40,754",+805,"6,879",16.9
2020/02/07,83.6,83.6,82.7,82.9,-0.7,-0.84,1.08,"26,495","12,149",2.2,22,"+3,669",-39,"-1,716","+1,914",47.2,-817,"39,937",+463,"7,342",18.4
2020/02/10,79,82.7,78.9,82,-0.9,-1.09,4.58,"42,505","18,921",2.2,34.5,"+3,404",-355,+249,"+3,298",47.2,"-1,380","38,557",+292,"7,634",19.8
2020/02/11,82.6,83.4,82.1,82.9,+0.9,+1.1,1.59,"28,310","11,338",2.5,23.4,-19,+50,+764,+795,47.2,+284,"38,842",+265,"7,899",20.3
2020/02/12,83,85.6,83,85.5,+2.6,+3.14,3.14,"57,339","22,018",2.6,48.5,"+11,460",-456,"+3,141","+14,145",47.3,+57,"38,899",+270,"8,169",21
2020/02/13,85.8,86.3,84.7,84.7,-0.8,-0.94,1.87,"36,205","15,769",2.3,30.9,"+6,170",-124,"-2,087","+3,959",47.3,-884,"38,015",+139,"8,308",21.9
2020/02/14,84.7,85.3,84.3,84.9,+0.2,+0.24,1.18,"21,293","9,353",2.3,18.1,"-2,621",-45,"+1,699",-967,47.3,+708,"38,724",+105,"8,413",21.7
2020/02/17,84.2,84.2,83.8,83.9,-1,-1.18,0.47,"16,771","10,096",1.7,14.1,"-1,167",+2,-14,"-1,179",47.3,-132,"38,592",-186,"8,227",21.3
2020/02/18,84,84.3,83,83.4,-0.5,-0.6,1.55,"22,611","10,033",2.3,18.9,+24,+7,-726,-695,47.3,-460,"38,132",-5,"8,222",21.6
2020/02/19,83,84.6,82.5,83.8,+0.4,+0.48,2.52,"25,476","12,306",2.1,21.3,"-2,207","+1,065",+465,-677,47.3,-44,"38,087",+16,"8,238",21.6
2020/02/20,84,84.1,82.5,82.8,-1,-1.19,1.91,"35,972","13,928",2.6,29.9,"-6,713",-15,"-1,020","-7,748",47.1,+637,"38,723",-352,"7,886",20.4
2020/02/21,82.1,82.2,81.6,81.7,-1.1,-1.33,0.72,"29,778","14,457",2.1,24.4,"-6,559",-296,+71,"-6,784",47,+252,"38,975",-525,"7,361",18.9
2020/02/24,80.6,81.4,80.2,80.7,-1,-1.22,1.47,"32,852","15,908",2.1,26.5,"-11,103",-37,-330,"-11,470",46.9,-149,"38,828",-705,"6,656",17.1
2020/02/25,80.2,82.7,79.9,82.3,+1.6,+1.98,3.47,"47,214","19,636",2.4,38.5,"+8,612",-43,"+2,069","+10,638",47,+224,"39,052",+989,"7,645",19.6
2020/02/26,81.2,82.2,80.7,81.1,-1.2,-1.46,1.82,"43,075","18,692",2.3,35,"-12,744",+137,"-1,071","-13,678",46.9,"+1,009","40,061","-1,110","6,535",16.3
2020/02/27,80.8,81.5,80,80.3,-0.8,-0.99,1.85,"53,385","21,538",2.5,43,"-15,986",+106,-487,"-16,367",46.8,-72,"39,989",-463,"6,072",15.2
2020/03/02,78.2,80.3,78.1,79.2,-1.1,-1.37,2.74,"54,992","23,725",2.3,43.6,"-14,397",+179,+814,"-13,404",46.7,+920,"40,908",-880,"5,192",12.7
2020/03/03,81.1,82,80.6,81,+1.8,+2.27,1.77,"34,822","16,398",2.1,28.3,"+4,049",-109,+47,"+3,987",46.7,+172,"41,080",+488,"5,680",13.8
2020/03/04,81.5,81.9,81.1,81.7,+0.7,+0.86,0.99,"29,908","11,887",2.5,24.4,"+8,381",+353,+183,"+8,917",46.7,-693,"40,387",+466,"6,146",15.2
2020/03/05,83.3,83.6,82.6,82.7,+1,+1.22,1.22,"36,950","16,471",2.2,30.7,+183,+185,-309,+59,46.7,-321,"40,067",+225,"6,371",15.9
2020/03/06,81.6,81.7,80.7,80.8,-1.9,-2.3,1.21,"38,713","17,173",2.3,31.4,"-18,287",+158,"-1,377","-19,506",46.6,"+1,203","41,270","-1,084","5,287",12.8
2020/03/09,79.2,80.1,79.1,79.1,-1.7,-2.1,1.24,"45,010","23,367",1.9,35.7,"-19,784",+815,-553,"-19,522",46.5,-455,"40,815",-173,"5,114",12.5
2020/03/10,78.5,79.8,78.5,79.4,+0.3,+0.38,1.64,"39,206","17,013",2.3,31,"-8,030",0,+647,"-7,383",46.4,+921,"41,735",-703,"4,411",10.6
2020/03/11,79.3,80.1,78.6,78.6,-0.8,-1.01,1.89,"30,546","14,050",2.2,24.2,"-8,728",0,"-3,132","-11,860",46.3,-389,"41,346",-230,"4,181",10.1
2020/03/12,77.4,77.5,74.5,74.7,-3.9,-4.96,3.82,"85,760","42,675",2,65,"-33,435",+82,"-4,509","-37,862",46.1,"-1,378","39,968",+155,"4,336",10.8
2020/03/13,70,75,69.9,74.6,-0.1,-0.13,6.83,"108,780","46,824",2.3,77.7,"-27,686",+180,+94,"-27,412",45.9,-551,"39,416",+31,"4,367",11.1
2020/03/16,73.9,74.3,71.1,71.1,-3.5,-4.69,4.29,"65,224","32,325",2,47.2,"-18,987",-18,"-3,130","-22,135",45.7,+473,"39,889",-235,"4,132",10.4
2020/03/17,70.1,72.8,70,70.6,-0.5,-0.7,3.94,"72,636","30,114",2.4,51.6,"-14,442",+186,"+1,060","-13,196",45.7,"+1,974","41,863",-1,"4,131",9.9
2020/03/18,70.7,71.3,70,70,-0.6,-0.85,1.84,"76,268","30,314",2.5,53.8,"-16,669",+204,"-4,055","-20,520",45.5,+54,"41,916",+10,"4,141",9.9
2020/03/19,68.7,69.3,65.7,66.3,-3.7,-5.29,5.14,"107,256","47,548",2.3,72.5,"-27,217",+146,-335,"-27,406",45.3,"-1,022","40,893","+3,161","7,302",17.9
2020/03/20,68,71.4,68,70.8,+4.5,+6.79,5.13,"104,300","40,245",2.6,72.9,"-26,313",+294,"+1,170","-24,848",45.1,"+1,195","42,088",-759,"6,543",15.5
2020/03/23,67.5,68.4,67,67.5,-3.3,-4.66,1.98,"66,805","27,995",2.4,45.3,"-32,221","+2,046","-1,501","-31,676",44.9,+343,"42,431",+439,"6,982",16.5
2020/03/24,70.6,70.7,69.1,69.4,+1.9,+2.81,2.37,"41,629","19,834",2.1,29.1,"+2,528",+54,+676,"+3,258",44.9,-1,"42,430",-697,"6,285",14.8
2020/03/25,71.2,72.6,71.1,71.4,+2,+2.88,2.16,"53,653","26,059",2.1,38.5,"+2,084",+47,+711,"+2,842",44.9,"-1,385","41,045",+238,"6,523",15.9
2020/03/26,71.5,71.7,70.5,71,-0.4,-0.56,1.68,"38,696","15,719",2.5,27.4,+279,"-2,852",-342,"-2,916",45,+214,"41,259",-296,"6,227",15.1
2020/03/27,71.4,72.2,70,70.1,-0.9,-1.27,3.1,"59,786","23,636",2.5,42.4,"-10,059",-51,-956,"-11,066",44.9,+610,"41,869",-80,"6,147",14.7
2020/03/30,69.5,70.3,69,70,-0.1,-0.14,1.85,"33,596","13,149",2.6,23.4,"-8,784",-143,-393,"-9,320",44.8,+516,"42,385",+318,"6,465",15.3
2020/03/31,70.1,70.5,69.9,69.9,-0.1,-0.14,0.86,"38,299","14,066",2.7,26.8,"-11,306",+3,"-1,116","-12,419",44.8,"-1,076","41,308",+218,"6,683",16.2
2020/04/01,70.5,70.5,70,70,+0.1,+0.14,0.72,"25,811","10,193",2.5,18.1,"-6,849",+20,-170,"-6,999",44.7,-195,"41,113",-151,"6,532",15.9
2020/04/06,70,70.3,69.4,70.2,+0.2,+0.29,1.29,"48,957","16,309",3,34.2,"-10,248",+44,+570,"-9,634",44.6,+736,"41,849",-517,"6,015",14.4
2020/04/07,71.4,71.9,70.8,71.2,+1,+1.42,1.57,"46,627","19,700",2.4,33.2,"-3,118","-1,078",+739,"-3,457",44.6,+519,"42,368",-236,"5,779",13.6
2020/04/08,71.5,75.3,71.4,75,+3.8,+5.34,5.48,"90,172","45,059",2,66.7,"-2,983",-9,"+5,283","+2,291",44.6,"+1,549","43,917","-1,353","4,426",10.1
2020/04/09,75.5,75.9,73.7,74,-1,-1.33,2.93,"55,268","27,239",2,41.2,"-10,215",0,"-2,059","-12,274",44.5,-856,"43,061",-183,"4,243",9.9
2020/04/10,73.5,73.9,73.4,73.9,-0.1,-0.14,0.68,"19,079","9,662",2,14.1,-770,+251,-28,-547,44.5,-299,"42,762",-205,"4,038",9.4
2020/04/13,73.8,73.9,73.1,73.1,-0.8,-1.08,1.08,"25,077","12,994",1.9,18.4,"-7,781",-25,"-1,010","-8,816",44.4,-227,"42,535",-409,"3,629",8.5
2020/04/14,73.5,74.5,73.2,74.4,+1.3,+1.78,1.78,"36,773","13,991",2.6,27.2,-167,+25,+298,+156,44.4,-78,"42,458",-155,"3,474",8.2
2020/04/15,74.5,75.2,74.1,74.1,-0.3,-0.4,1.48,"42,209","19,762",2.1,31.4,"-8,171",-78,"-2,236","-10,485",44.4,-446,"42,011",-539,"2,935",7
2020/04/16,74,75,73.8,74,-0.1,-0.13,1.62,"46,873","16,737",2.8,34.9,"-7,318",-16,-18,"-7,352",44.3,+199,"42,209",-772,"2,163",5.1
2020/04/17,75.5,76.5,75.3,75.8,+1.8,+2.43,1.62,"71,076","29,356",2.4,54,"+19,116",+268,-580,"+18,804",44.4,"-2,831","39,378","-2,134",29,0.07
2020/04/20,76.1,76.6,75.4,76.2,+0.4,+0.53,1.58,"34,063","13,541",2.5,25.9,"-2,778",+10,-237,"-3,005",44.4,-91,"39,287",-29,0,0
2020/04/21,75.2,75.5,73.5,73.5,-2.7,-3.54,2.62,"50,477","26,194",1.9,37.5,"-19,934",-297,"-2,094","-22,325",44.3,+956,"40,243",0,0,0
