Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2019/10/04,279.5,280,275,276.5,0,0,1.81,"35,815","13,780",2.6,99.2,"-2,019",+329,+432,"-1,258",78.1,+111,"11,089",-30,"1,466",13.2
2019/10/07,279,279.5,277.5,278,+1.5,+0.54,0.72,"17,750","7,757",2.3,49.4,+387,+210,-240,+357,78.1,-72,"11,017",+28,"1,494",13.6
2019/10/08,283.5,286.5,282.5,286.5,+8.5,+3.06,1.44,"39,869","16,721",2.4,113.4,"+16,431",-78,-899,"+15,454",78.1,-288,"10,729",+345,"1,839",17.1
2019/10/09,283.5,286,282,282,-4.5,-1.57,1.4,"34,895","14,567",2.4,98.9,"-2,689",+168,"-1,715","-4,236",78.1,+777,"11,506",-232,"1,607",14
2019/10/14,291.5,291.5,288.5,290,+8,+2.84,1.06,"53,404","17,812",3,155.1,"+4,962",+155,"+1,375","+6,492",78.2,+238,"11,744",+125,"1,732",14.7
2019/10/15,293.5,296,292,293.5,+3.5,+1.21,1.38,"54,755","15,485",3.5,160.9,"+4,490",-100,+309,"+4,699",78.2,+329,"12,073",+471,"2,203",18.2
2019/10/16,298,298,293.5,296.5,+3,+1.02,1.53,"42,917","16,650",2.6,126.7,"+6,835",-184,"-1,777","+4,875",78.2,-36,"12,037",+132,"2,335",19.4
2019/10/17,295,295.5,292,293.5,-3,-1.01,1.18,"41,921","15,170",2.8,123,-338,-9,+979,+632,78.2,+487,"12,524",-82,"2,253",18
2019/10/18,293,295.5,291,293,-0.5,-0.17,1.53,"45,461","18,000",2.5,133,"+6,131",-130,-772,"+5,229",78.3,+70,"12,594",-34,"2,219",17.6
2019/10/21,291,291,288.5,290,-3,-1.02,0.85,"35,860","14,682",2.4,103.9,"+2,288",+14,+840,"+3,142",78.3,+814,"13,408",-111,"2,108",15.7
2019/10/22,292.5,294,291.5,294,+4,+1.38,0.86,"26,525","10,186",2.6,77.7,"+10,371",+19,-164,"+10,226",78.3,-145,"13,263",+34,"2,142",16.2
2019/10/23,293.5,293.5,290.5,293,-1,-0.34,1.02,"30,382","11,753",2.6,88.8,"+1,630",-86,"-1,893",-349,78.3,+120,"13,383",+17,"2,159",16.1
2019/10/24,294.5,294.5,291,293,0,0,1.19,"29,041","10,649",2.7,84.9,"+7,189",-200,-77,"+6,912",78.4,+92,"13,475",-31,"2,128",15.8
2019/10/25,294.5,294.5,292.5,293.5,+0.5,+0.17,0.68,"25,083","11,064",2.3,73.6,"+9,998",-141,-104,"+9,753",78.4,-243,"13,232",+39,"2,167",16.4
2019/10/28,295,295.5,294,294.5,+1,+0.34,0.51,"20,217","9,257",2.2,59.6,"+7,300",-388,+26,"+6,938",78.4,+542,"13,774",-17,"2,150",15.6
2019/10/29,297,298.5,296.5,298.5,+4,+1.36,0.68,"37,130","14,060",2.6,110.4,"+17,771",-237,"-1,020","+16,514",78.5,"-1,074","12,700",+162,"2,312",18.2
2019/10/30,298.5,299.5,296.5,299.5,+1,+0.34,1.01,"32,370","11,084",2.9,96.5,"+4,348",-27,-260,"+4,061",78.5,-415,"12,285",+95,"2,407",19.6
2019/10/31,300,301.5,298.5,298.5,-1,-0.33,1,"43,124","12,997",3.3,129.2,"+8,098",+44,-436,"+7,706",78.5,+83,"12,368",+34,"2,441",19.7
2019/11/01,299.5,299.5,296.5,299,+0.5,+0.17,1.01,"30,217","10,241",3,90,"+6,384",+130,-34,"+6,480",78.6,+61,"12,429",-32,"2,409",19.4
2019/11/04,302.5,308,301,307,+8,+2.68,2.34,"45,156","18,475",2.4,137.7,"+7,992",+96,+397,"+8,485",78.6,"+1,063","13,492",+245,"2,654",19.7
2019/11/05,307.5,310.5,307,310.5,+3.5,+1.14,1.14,"32,253","13,698",2.4,99.7,"+2,847",+410,+468,"+3,725",78.6,+107,"13,599",+45,"2,699",19.8
2019/11/06,309,311.5,308,311,+0.5,+0.16,1.13,"22,150","9,660",2.3,68.6,"+2,434",+359,+514,"+3,307",78.6,+87,"13,686",+32,"2,731",20
2019/11/07,310,310,306.5,309,-2,-0.64,1.13,"28,454","12,277",2.3,87.7,"-2,647",+971,+40,"-1,636",78.6,+294,"13,980",-80,"2,651",19
2019/11/08,308.5,309,305.5,305.5,-3.5,-1.13,1.13,"26,231","12,740",2.1,80.4,"-4,686",+820,+630,"-3,236",78.6,+51,"14,031",-200,"2,451",17.5
2019/11/11,305,305,300,301,-4.5,-1.47,1.64,"35,286","15,246",2.3,106.6,"+1,333",-271,+507,"+1,569",78.6,-362,"13,669",-178,"2,273",16.6
2019/11/12,302.5,305,302,305,+4,+1.33,1,"19,017","8,957",2.1,57.7,"-2,390",+132,+75,"-2,183",78.6,+97,"13,766",+45,"2,318",16.8
2019/11/13,303,304,301.5,304,-1,-0.33,0.82,"18,422","6,039",3.1,55.8,+456,-20,-174,+262,78.6,+67,"13,833",+26,"2,344",16.9
2019/11/14,304.5,305,302,303.5,-0.5,-0.16,0.99,"15,735","6,219",2.5,47.8,"-2,051",+54,-235,"-2,232",78.6,-52,"13,781",-16,"2,328",16.9
2019/11/15,305.5,307.5,304.5,307,+3.5,+1.15,0.99,"29,038","8,672",3.3,88.9,"-2,802",+673,-579,"-2,708",78.6,-84,"13,697",+76,"2,404",17.6
2019/11/18,308.5,311,307,311,+4,+1.3,1.3,"18,741","8,420",2.2,58,"+1,888","+1,277",-386,"+2,779",78.6,+83,"13,780",+157,"2,561",18.6
2019/11/19,312.5,315,311,315,+4,+1.29,1.29,"33,096","11,121",3,103.7,"+12,555",+16,-770,"+11,801",78.6,-359,"13,421",+141,"2,702",20.1
2019/11/20,314,314,312,313.5,-1.5,-0.48,0.63,"24,539","9,143",2.7,76.8,"-3,144",+661,-1,"-2,484",78.6,+3,"13,424",+52,"2,754",20.5
2019/11/21,309.5,311,307,311,-2.5,-0.8,1.28,"30,164","11,638",2.6,93.3,"-10,795",+652,+371,"-9,772",78.6,-8,"13,416",-139,"2,615",19.5
2019/11/22,310,310.5,308,309,-2,-0.64,0.8,"26,493","9,407",2.8,81.9,"-8,432",-177,+585,"-8,024",78.5,+25,"13,441",+4,"2,619",19.5
2019/11/25,310.5,310.5,307,307,-2,-0.65,1.13,"19,855","8,067",2.5,61.3,"-3,721",-46,-774,"-4,541",78.5,-32,"13,409",-4,"2,615",19.5
2019/11/26,310,310.5,307,307,0,0,1.14,"101,917","10,321",9.9,313.3,"-6,769",-105,+746,"-6,128",78.5,+411,"13,820",-84,"2,531",18.3
2019/11/27,307.5,311.5,307.5,311,+4,+1.3,1.3,"18,528","7,916",2.3,57.3,+886,-2,+750,"+1,634",78.5,-793,"13,027",+43,"2,574",19.8
2019/11/28,310,312,308.5,309.5,-1.5,-0.48,1.13,"19,719","9,289",2.1,61.1,"+3,485",+213,+33,"+3,731",78.5,+155,"13,182",-5,"2,569",19.5
2019/11/29,309,309.5,305,305,-4.5,-1.45,1.45,"32,424","15,368",2.1,99.2,"-11,373",+342,+878,"-10,153",78.4,+514,"13,696",-189,"2,380",17.4
2019/12/02,307,308,306.5,307.5,+2.5,+0.82,0.49,"25,517","8,465",3,78.4,"+7,443",+217,-21,"+7,639",78.5,-203,"13,493",+90,"2,470",18.3
2019/12/03,305,307,305,307,-0.5,-0.16,0.65,"27,686","9,206",3,84.7,+123,-37,"+1,082","+1,168",78.5,-70,"13,423",-327,"2,143",16
2019/12/04,305,306,304,306,-1,-0.33,0.65,"34,912","9,989",3.5,106.5,"-2,147",-165,+469,"-1,843",78.5,-243,"13,180",-143,"2,000",15.2
2019/12/05,309,312,309,312,+6,+1.96,0.98,"39,350","13,587",2.9,122.4,"+14,561",+98,-762,"+13,897",78.5,-440,"12,740",+26,"2,026",15.9
2019/12/06,315,316,311,313,+1,+0.32,1.6,"18,403","8,974",2.1,57.7,"+1,683",-59,-372,"+1,252",78.5,+364,"13,104",-47,"1,979",15.1
2019/12/09,314,316.5,314,316,+3,+0.96,0.8,"23,556","10,583",2.2,74.3,-285,+93,+659,+467,78.5,+264,"13,368",-57,"1,922",14.4
2019/12/10,315,315.5,312.5,313.5,-2.5,-0.79,0.95,"20,848","8,702",2.4,65.4,"-5,549",+75,+264,"-5,210",78.5,+18,"13,386",-199,"1,723",12.9
2019/12/11,314,319,313,319,+5.5,+1.75,1.91,"34,329","11,689",2.9,108.7,"+3,834",+219,-871,"+3,182",78.5,-542,"12,844",+14,"1,737",13.5
2019/12/12,325,334.5,324,331.5,+12.5,+3.92,3.29,"52,802","22,555",2.3,174.5,"+9,141",+155,-906,"+8,390",78.5,-90,"12,754",-309,"1,428",11.2
2019/12/13,340,343,338,339,+7.5,+2.26,1.51,"60,844","23,025",2.6,207,"+5,357",+39,"-1,023","+4,373",78.6,-425,"12,329","-1,363",65,0.5
2019/12/16,336.5,338.5,336,336,-3,-0.88,0.74,"48,340","16,938",2.9,162.7,"-14,085",-18,"+1,085","-13,018",78.5,"+1,127","13,456",-65,0,0
2019/12/17,335,345,335,345,+9,+2.68,2.98,"41,428","16,808",2.5,141.5,+572,+86,+323,+981,78.5,+692,"14,148",0,0,0
2019/12/18,341.5,345,341.5,344.5,-0.5,-0.14,1.01,"42,487","15,836",2.7,145.9,"-9,353",+295,+274,"-8,784",78.4,+381,"14,529",0,0,0
2019/12/19,340,342,335,335,-7,-2.05,2.05,"55,667","28,105",2,187.7,"-22,919",+61,"+2,149","-20,709",78.4,"+1,858","16,387",+98,98,0.6
2019/12/20,332,333,328.5,329,-6,-1.79,1.34,"86,280","28,112",3.1,284.8,"-19,675",-891,"+3,114","-17,452",78.3,"+1,735","18,122",+58,156,0.9
2019/12/23,329.5,334,329.5,334,+5,+1.52,1.37,"26,911","12,310",2.2,89.2,"+3,971",+74,+378,"+4,423",78.3,-574,"17,548",+201,357,2
2019/12/24,334,334.5,332,332,-2,-0.6,0.75,"13,784","7,887",1.7,45.9,-838,+39,-166,-965,78.4,+55,"17,603",-103,254,1.4
2019/12/25,332,334.5,331,333,+1,+0.3,1.05,"12,263","7,597",1.6,40.8,-573,+195,"+1,174",+796,78.4,-135,"17,468",+26,280,1.6
2019/12/26,333,334,331.5,333,0,0,0.75,"11,428","6,439",1.8,38,"+1,760",-344,-333,"+1,083",78.4,+110,"17,578",-5,275,1.6
2019/12/27,335,338,335,338,+5,+1.5,0.9,"16,678","8,660",1.9,56.2,"+4,034",+76,+221,"+4,331",78.4,-120,"17,458",+86,361,2.1
2019/12/30,338,339,334,334.5,-3.5,-1.04,1.48,"21,591","10,468",2.1,72.7,"-3,711",-107,-129,"-3,947",78.4,+335,"17,793",-7,354,2
2019/12/31,331,333.5,331,331,-3.5,-1.05,0.75,"22,951","12,253",1.9,76.1,"-6,973",-407,+471,"-6,909",78.4,+182,"17,975",-28,326,1.8
2020/01/02,332.5,339,332.5,339,+8,+2.42,1.96,"33,282","17,160",1.9,112.2,"-4,757",-179,-17,"-4,953",78.4,-777,"17,198",+119,445,2.6
2020/01/03,344,345,335.5,339.5,+0.5,+0.15,2.8,"42,023","20,545",2,143,"+2,593",+197,"-1,108","+1,682",78.4,-905,"16,293",+126,571,3.5
2020/01/06,333,334.5,332,332,-7.5,-2.21,0.74,"45,677","22,944",2,152.1,"-16,095",-864,+822,"-16,137",78.3,"+1,848","18,141",-227,344,1.9
2020/01/07,332.5,333,326.5,329.5,-2.5,-0.75,1.96,"51,746","22,362",2.3,170.5,"-14,355",-302,+631,"-14,026",78.3,-672,"17,469",+7,351,2
2020/01/08,325,333,325,329.5,0,0,2.43,"37,914","18,228",2.1,124.8,-792,-19,-423,"-1,234",78.3,+255,"17,724",+181,532,3
2020/01/09,335,337.5,333.5,337.5,+8,+2.43,1.21,"32,398","16,793",1.9,108.9,"+10,077",+60,-682,"+9,455",78.3,-489,"17,235",+110,642,3.7
2020/01/10,340.5,341,336,339.5,+2,+0.59,1.48,"27,880","13,296",2.1,94.3,"+1,689",-78,-879,+732,78.3,-268,"16,967",+108,750,4.4
2020/01/13,342,342,339,341.5,+2,+0.59,0.88,"30,663","13,457",2.3,104.6,"+5,692",-236,+140,"+5,596",78.4,-30,"16,937",+44,794,4.7
2020/01/14,345.5,346,344.5,346,+4.5,+1.32,0.44,"30,369","16,339",1.9,104.9,"+4,419",-262,+714,"+4,871",78.4,-473,"16,464",+95,889,5.4
2020/01/15,345,345,337.5,340,-6,-1.73,2.17,"54,575","20,392",2.7,185.9,"-17,904",-936,-323,"-19,163",78.3,+432,"16,896",-82,807,4.8
2020/01/16,330,336.5,330,334.5,-5.5,-1.62,1.91,"58,217","24,721",2.4,194.3,"-24,571",-147,"+2,603","-22,115",78.2,"+3,086","19,982",-129,678,3.4
2020/01/17,334,335.5,332,333,-1.5,-0.45,1.05,"53,908","23,954",2.3,179.8,"-17,769","-1,277",+33,"-19,013",78.1,-115,"19,867",-70,608,3.1
2020/01/20,334,335.5,333,333,0,0,0.75,"35,551","15,095",2.4,118.7,"-3,628",-601,"+1,169","-3,060",78.1,+446,"20,313",+221,829,4.1
2020/01/30,326,326,316.5,316.5,-16.5,-4.95,2.85,"126,820","55,603",2.3,407.3,"-27,189","-1,955","-1,955","-31,099",78,"+1,276","21,561",-173,656,3
2020/01/31,323,323.5,319,320,+3.5,+1.11,1.42,"62,912","22,639",2.8,202.1,"-16,245",-76,-402,"-16,723",78,-721,"20,840",+33,689,3.3
2020/02/03,315,316.5,312,315,-5,-1.56,1.41,"59,712","26,483",2.3,187.8,"-10,692",+330,"+1,309","-9,053",77.9,-298,"20,542",-52,637,3.1
2020/02/04,319,326,318,325,+10,+3.17,2.54,"52,208","22,587",2.3,168.8,"+6,327",-306,"-1,558","+4,463",77.9,-778,"19,764",+393,"1,030",5.2
2020/02/05,329,329.5,324.5,327.5,+2.5,+0.77,1.54,"36,601","16,656",2.2,119.9,"+3,003",-44,"-1,427","+1,532",77.9,"-1,556","18,208",+127,"1,157",6.4
2020/02/06,329.5,332.5,329,332.5,+5,+1.53,1.07,"29,659","14,246",2.1,98,"+1,095",+30,"+1,274","+2,398",77.9,-476,"17,732",-2,"1,155",6.5
2020/02/07,330,330.5,326,328,-4.5,-1.35,1.35,"30,055","13,075",2.3,98.7,"-4,717",-145,+62,"-4,800",77.9,-584,"17,148",-1,"1,154",6.7
2020/02/10,321.5,328,321,327.5,-0.5,-0.15,2.13,"30,814","14,825",2.1,100.2,"-8,306",-713,+428,"-8,591",77.9,+193,"17,341",-24,"1,130",6.5
2020/02/11,330.5,332.5,330,331.5,+4,+1.22,0.76,"29,063","12,766",2.3,96.3,+113,+24,-211,-74,77.9,+765,"18,106",-51,"1,079",6
2020/02/12,333.5,336,333,335,+3.5,+1.06,0.9,"37,613","17,394",2.2,125.9,"+5,098",+11,+819,"+5,928",77.9,-525,"17,581",-22,"1,057",6
2020/02/13,338,338,335,335,0,0,0.9,"23,217","12,563",1.8,78.1,"+2,055",-366,"-1,019",+670,77.9,-798,"16,783",+45,"1,102",6.6
2020/02/14,337,337,334.5,335,0,0,0.75,"18,327","7,881",2.3,61.6,-975,-80,-310,"-1,365",77.9,+16,"16,799",-1,"1,101",6.6
2020/02/17,331.5,333,330.5,331.5,-3.5,-1.04,0.75,"16,145","9,747",1.7,53.5,"-5,521",-302,+52,"-5,771",77.9,+44,"16,843",-58,"1,043",6.2
2020/02/18,324.5,326.5,322,322,-9.5,-2.87,1.36,"64,663","36,520",1.8,209.6,"-40,790",-554,"+1,448","-39,896",77.7,"+2,300","19,143",-91,952,5
2020/02/19,322.5,327,322,326.5,+4.5,+1.4,1.55,"48,856","16,003",3.1,158.8,"-2,712",-64,"+1,858",-918,77.7,-44,"19,099",-62,890,4.7
2020/02/20,328,329,325,325.5,-1,-0.31,1.23,"27,062","11,695",2.3,88.3,"-7,734",-355,+251,"-7,839",77.7,-101,"18,998",-21,869,4.6
2020/02/21,325.5,326.5,323,325,-0.5,-0.15,1.08,"22,975","9,342",2.5,74.6,"-5,035",-222,-622,"-5,879",77.6,+40,"19,038",-20,849,4.5
2020/02/24,319.5,321.5,319.5,320,-5,-1.54,0.62,"42,947","18,902",2.3,137.5,"-26,476",+231,+49,"-26,196",77.5,+452,"19,490",-62,787,4
2020/02/25,320,323.5,317.5,322,+2,+0.62,1.88,"38,674","17,366",2.2,124.3,"-12,928",-117,"+1,144","-11,900",77.5,+758,"20,248",+22,809,4
2020/02/26,317,320.5,316.5,318.5,-3.5,-1.09,1.24,"60,768","24,310",2.5,193.4,"-35,595",+246,+391,"-34,958",77.3,+963,"21,211",-118,691,3.3
2020/02/27,319,320,315,316,-2.5,-0.78,1.57,"62,402","20,633",3,197.6,"-24,122",+235,-445,"-24,332",77.2,+112,"21,323",-105,586,2.7
2020/03/02,308,317,308,311,-5,-1.58,2.85,"86,373","35,320",2.4,268.6,"-35,932",+492,"+2,951","-32,489",77.1,"+1,791","23,114",-88,498,2.2
2020/03/03,318.5,320,316,317.5,+6.5,+2.09,1.29,"55,169","20,713",2.7,175.3,"-4,002",-341,-976,"-5,319",77.1,"-1,174","21,940",+89,587,2.7
2020/03/04,322,322,317,320.5,+3,+0.94,1.57,"44,745","16,118",2.8,143,"+10,137",+490,"-1,659","+8,968",77.1,-882,"21,058",+117,704,3.3
2020/03/05,325,326,323,323,+2.5,+0.78,0.94,"38,224","15,107",2.5,123.9,"-7,424",-144,-746,"-8,314",77.1,-948,"20,110",-25,679,3.4
2020/03/06,320,320.5,315,315,-8,-2.48,1.7,"52,808","24,175",2.2,167.3,"-34,757",+31,"-1,184","-35,910",76.9,"+2,097","22,207",-178,501,2.3
2020/03/09,307.5,310,305.5,305.5,-9.5,-3.02,1.43,"88,633","44,882",2,272.4,"-53,913",+357,"-2,124","-55,680",76.7,"+1,982","24,189",+7,508,2.1
2020/03/10,301.5,309,301,307,+1.5,+0.49,2.62,"74,869","30,268",2.5,227.3,"-23,367",+419,"+1,270","-21,678",76.6,"+1,760","25,949",-119,389,1.5
2020/03/11,309,310.5,302,302,-5,-1.63,2.77,"64,924","27,176",2.4,199.1,"-21,223",+115,"-4,315","-25,423",76.5,-164,"25,785",-101,288,1.1
2020/03/12,299,299,287,294,-8,-2.65,3.97,"114,173","56,989",2,335.4,"-38,542",-147,"-3,716","-42,405",76.4,+440,"26,225",+15,303,1.2
2020/03/13,275,294,272.5,290,-4,-1.36,7.31,"151,268","71,990",2.1,424.5,"-38,614",+694,"+1,686","-36,234",76.2,"+1,873","28,098",-301,2,0.01
2020/03/16,285,291,275.5,276.5,-13.5,-4.66,5.34,"103,933","51,292",2,293.4,"-41,867",+175,"-5,214","-46,906",76.1,"+1,743","29,841",-2,0,0
2020/03/17,265,276.5,265,268,-8.5,-3.07,4.16,"122,410","57,123",2.1,329.4,"-37,528",+458,-214,"-37,284",75.9,"+1,599","31,440",0,0,0
2020/03/18,269.5,272.5,260,260,-8,-2.99,4.66,"118,621","53,985",2.2,315.6,"-32,425",+502,"-3,879","-35,802",75.8,+540,"31,980",0,0,0
2020/03/19,252,253,235.5,248,-9.5,-3.69,6.8,"160,812","77,302",2.1,395.6,"-28,657","+1,414","-4,529","-31,772",75.6,"-1,330","30,650","+1,529","1,529",5
2020/03/20,258.5,270,256,270,+22,+8.87,5.65,"159,180","69,829",2.3,421.1,"-14,569","+1,587","-2,250","-15,232",75.6,"-1,329","29,321",+670,"2,199",7.5
2020/03/23,257,262.5,252,255,-15,-5.56,3.89,"76,964","41,621",1.8,198.5,"-15,773",+716,"-1,329","-16,386",75.5,+840,"30,161",+13,"2,212",7.3
2020/03/24,268,274,266,267.5,+12.5,+4.9,3.14,"82,378","41,077",2,222.1,"+17,391",-14,-404,"+16,973",75.6,"-2,160","28,001",+277,"2,489",8.9
2020/03/25,276.5,280,274,277,+9.5,+3.55,2.24,"80,514","40,932",2,223.7,"+11,871",+54,"-3,188","+8,737",75.6,"-2,148","25,853",+186,"2,675",10.3
2020/03/26,279.5,280,275.5,280,+3,+1.08,1.62,"54,190","27,648",2,151.1,"+20,210",-11,-694,"+19,505",75.7,"-1,501","24,352",+346,"3,021",12.4
2020/03/27,284,286,273,273,-7,-2.5,4.64,"69,320","36,025",1.9,193.2,"-5,230",-452,"-2,113","-7,795",75.7,+855,"25,207",-775,"2,246",8.9
2020/03/30,263.5,269,262.5,267.5,-5.5,-2.01,2.38,"53,404","27,779",1.9,142.1,"-11,924",-731,-12,"-12,667",75.6,"+1,103","26,310",-337,"1,909",7.3
2020/03/31,273,274,269.5,274,+6.5,+2.43,1.68,"53,902","20,343",2.6,147.1,"+9,587",+208,"-1,587","+8,208",75.7,"-1,273","25,037",+68,"1,977",7.9
2020/04/01,276.5,276.5,271.5,271.5,-2.5,-0.91,1.82,"47,572","19,580",2.4,130.2,"+2,247",+661,"-1,033","+1,876",75.7,+611,"25,648","-1,951",24,0.09
2020/04/06,273,275.5,270,275.5,+4,+1.47,2.03,"59,713","19,971",3,163.2,"+4,555",-558,"+1,389","+5,386",75.7,+637,"26,285",-24,0,0
2020/04/07,283.5,284,280.5,283,+7.5,+2.72,1.27,"48,887","24,281",2,138.2,"+21,623",+205,-254,"+21,574",75.8,"-1,619","24,666",0,0,0
2020/04/08,285,285.5,283,285,+2,+0.71,0.88,"38,699","19,126",2,110.2,"+8,738","+1,213","-1,109","+8,842",75.8,-380,"24,286",0,0,0
2020/04/09,287.5,288,282.5,283,-2,-0.7,1.93,"29,276","15,271",1.9,83.5,"+4,812",-123,-188,"+4,501",75.8,-891,"23,395",+398,398,1.7
2020/04/10,280,282,279,279.5,-3.5,-1.24,1.06,"28,207","15,833",1.8,78.9,"-3,792",-542,+493,"-3,841",75.8,+409,"23,804",0,398,1.7
2020/04/13,278.5,281.5,278.5,278.5,-1,-0.36,1.07,"22,197","12,809",1.7,62,"-5,653",+39,"-1,194","-6,807",75.8,+633,"24,437",+333,731,3
2020/04/14,281,285.5,280,285,+6.5,+2.33,1.97,"50,197","22,214",2.3,142.7,"+15,372",+322,+945,"+16,639",75.8,-768,"23,669",+230,961,4.1
2020/04/15,287,288.5,286,287.5,+2.5,+0.88,0.88,"58,561","25,696",2.3,168.2,-587,+729,"-2,037","-1,895",75.8,-207,"23,462",+274,"1,235",5.3
2020/04/16,283,288.5,283,286.5,-1,-0.35,1.91,"48,257","19,084",2.5,138.1,"-6,122",+301,-188,"-6,009",75.8,+724,"24,186",+175,"1,410",5.8
2020/04/17,303.5,308.5,300.5,306.5,+20,+6.98,2.79,"117,447","60,873",1.9,357.2,"+57,331","+2,427",-490,"+59,268",76,"-3,009","21,177",+939,"2,349",11.1
2020/04/20,308,309,302.5,304,-2.5,-0.82,2.12,"44,587","21,791",2,136.1,"-1,075",-13,-613,"-1,701",76,"+1,069","22,246",-11,"2,338",10.5
2020/04/21,300.5,301.5,293.5,295,-9,-2.96,2.63,"61,949","39,043",1.6,184.2,"-15,656",-282,"-1,675","-17,613",76,"+1,062","23,308",-224,"2,114",9.1
2020/04/22,294.5,295,290.5,294,-1,-0.34,1.53,"43,569","25,176",1.7,127.5,"-6,088",-323,-214,"-6,625",76,"+1,445","24,753",-299,"1,815",7.3
2020/04/23,300,300,294,295.5,+1.5,+0.51,2.04,"39,977","18,541",2.2,118.6,"+5,029",-120,-387,"+4,522",76,-161,"24,592",+82,"1,897",7.7
2020/04/24,295.5,297,294,294,-1.5,-0.51,1.02,"26,465","13,661",1.9,78,-567,+70,-101,-598,76,+479,"25,071",-13,"1,884",7.5
2020/04/27,298,298.5,296,298,+4,+1.36,0.85,"38,493","15,916",2.4,114.6,"+8,460",+132,+217,"+8,809",76,+137,"25,208",-15,"1,869",7.4
2020/04/28,298.5,298.5,294.5,296.5,-1.5,-0.5,1.34,"37,621","18,214",2.1,111.3,"-1,499",-968,+335,"-2,132",76,+676,"25,884",-63,"1,806",7
2020/04/29,299,301.5,298,299,+2.5,+0.84,1.18,"46,253","21,633",2.1,138.6,"+15,525",+169,"-1,392","+14,302",76.1,"-1,196","24,688",+182,"1,988",8.1
2020/04/30,302,305,301.5,304.5,+5.5,+1.84,1.17,"58,439","26,219",2.2,177.5,"+13,706","+1,803",+628,"+16,137",76.1,-104,"24,584",+76,"2,064",8.4
2020/05/04,294.5,296.5,294,295,-9.5,-3.12,0.82,"72,253","37,736",1.9,213.4,"-37,993",+453,-744,"-38,284",76,"+2,149","26,733",-203,"1,861",7
2020/05/05,296.5,298,295,295.5,+0.5,+0.17,1.02,"23,988","13,569",1.8,71,"-6,049",+28,+34,"-5,987",75.9,+147,"26,880",+4,"1,865",6.9
2020/05/06,294.5,296,292.5,296,+0.5,+0.17,1.18,"35,704","16,046",2.2,105.2,"-6,943",+360,"-1,276","-7,859",75.9,+399,"27,279",-25,"1,840",6.7
