Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2020/05/21,115,117,114,116,+3,+2.65,2.65,"5,498","3,624",1.5,6.4,"-1,229",+298,+158,-773,75.2,+150,"5,355",-6,355,6.6
2020/05/22,117.5,118.5,111,112,-4,-3.45,6.47,"8,387","4,585",1.8,9.7,-239,+193,-71,-117,75.2,+79,"5,434",-16,339,6.2
2020/05/25,113,117.5,110,117,+5,+4.46,6.7,"6,247","4,088",1.5,7.2,"+1,292",+420,+280,"+1,992",75.4,-250,"5,184",+57,396,7.6
2020/05/26,118.5,123,118,121,+4,+3.42,4.27,"11,711","8,005",1.5,14.2,"-1,167","+1,112",+345,+290,75.2,+211,"5,395",+30,426,7.9
2020/05/27,122,123,119,119,-2,-1.65,3.31,"6,032","4,059",1.5,7.3,"-1,103",+78,-86,"-1,111",75.2,-322,"5,073",-36,390,7.7
2020/05/28,120,121.5,117,117.5,-1.5,-1.26,3.78,"4,218","2,884",1.5,5,-923,+57,+8,-858,75,+5,"5,078",-32,358,7.1
2020/05/29,116,119.5,115.5,119.5,+2,+1.7,3.4,"6,087","2,116",2.9,7.2,-44,+253,+17,+226,75,+75,"5,153",-10,348,6.8
2020/06/01,120.5,124,119.5,123,+3.5,+2.93,3.77,"7,922","4,824",1.6,9.7,-378,-100,+384,-94,75,+256,"5,409",+36,384,7.1
2020/06/02,123.5,129,122.5,125,+2,+1.63,5.28,"12,906","7,960",1.6,16.3,-750,"+1,304",+673,"+1,227",74.9,-243,"5,166",+37,421,8.1
2020/06/03,129,131,127,129,+4,+3.2,3.2,"9,959","5,856",1.7,12.9,-485,+965,+118,+598,74.8,+144,"5,310",+92,513,9.7
2020/06/04,131,133,128.5,131.5,+2.5,+1.94,3.49,"9,006","5,391",1.7,11.8,-891,+809,-63,-145,74.7,-221,"5,089",+10,523,10.3
2020/06/05,131,131,129,129.5,-2,-1.52,1.52,"4,253","2,835",1.5,5.5,-537,+203,+77,-257,74.6,-9,"5,080",-33,490,9.6
2020/06/08,131.5,135,130.5,133,+3.5,+2.7,3.47,"7,940","4,381",1.8,10.6,-134,+663,+16,+545,74.6,-355,"4,725",+673,"1,163",24.6
2020/06/09,133,138,131,138,+5,+3.76,5.26,"9,282","5,820",1.6,12.6,-95,"+1,241",+170,"+1,316",74.6,-543,"4,182",-599,564,13.5
2020/06/10,138.5,138.5,134,135.5,-2.5,-1.81,3.26,"5,420","3,571",1.5,7.4,-712,+598,+4,-110,74.7,-408,"3,774",-74,490,13
2020/06/11,135.5,137.5,130.5,131.5,-4,-2.95,5.17,"5,388","3,379",1.6,7.2,"+1,412",-1,-188,"+1,223",74.7,-440,"3,334",-42,448,13.4
2020/06/12,127,133.5,125,133.5,+2,+1.52,6.46,"6,051","3,450",1.8,7.9,+163,+110,+259,+532,74.7,-160,"3,174",-18,430,13.5
2020/06/15,133.5,134,130,132,-1.5,-1.12,3,"6,669","3,932",1.7,8.8,+343,+295,-271,+367,74.2,+58,"3,232",+37,467,14.4
2020/06/16,135,136,133.5,134,+2,+1.52,1.89,"4,655","2,601",1.8,6.3,+55,+549,+335,+939,74.3,+192,"3,424",-40,427,12.5
2020/06/17,135.5,135.5,131.5,132,-2,-1.49,2.99,"3,681","2,331",1.6,4.9,-248,+87,+165,+4,74.4,+118,"3,542",-11,416,11.7
2020/06/18,132.5,136,131.5,134.5,+2.5,+1.89,3.41,"5,290","2,822",1.9,7.1,+655,+110,+128,+893,74.4,+800,"4,342",-1,415,9.6
2020/06/19,134.5,137.5,133,137,+2.5,+1.86,3.35,"8,918","4,138",2.2,12.1,-443,+328,+211,+96,74.4,+811,"5,153",-23,392,7.6
2020/06/22,137.5,138,133,134,-3,-2.19,3.65,"4,979","3,302",1.5,6.7,-425,0,-107,-532,74.4,+7,"5,160",-52,340,6.6
2020/06/23,132,134,130,132,-2,-1.49,2.99,"11,694","6,292",1.9,15.5,"-2,009",-3,-61,"-2,073",74.3,+11,"5,171",-16,324,6.3
2020/06/24,132,135,132,133.5,+1.5,+1.14,2.27,"6,579","3,581",1.8,8.7,-609,+641,-20,+12,74.2,+192,"5,363",-16,308,5.7
2020/06/29,128.5,130.5,126.5,127.5,-6,-4.49,3,"9,355","5,059",1.8,12,"-2,428",-11,-800,"-3,239",73.9,+93,"5,456",-147,161,3
2020/06/30,129,131,127,128.5,+1,+0.78,3.14,"7,480","3,714",2,9.6,"-1,122",-74,+180,"-1,016",73.8,+126,"5,582",-23,138,2.5
2020/07/01,130,134,129.5,132.5,+4,+3.11,3.5,"6,136","3,682",1.7,8.1,"-1,282",+750,+199,-333,73.6,+56,"5,638",-43,95,1.7
2020/07/02,135,135,132.5,133.5,+1,+0.75,1.89,"5,998","3,094",1.9,8,"-2,612",+175,-72,"-2,509",73.3,+349,"5,987",-92,3,0.05
2020/07/03,133,135.5,132.5,135,+1.5,+1.12,2.25,"8,295","4,017",2.1,11.1,-690,-267,-4,-961,73.1,-229,"5,758",-3,0,0
2020/07/06,136,140,135.5,138,+3,+2.22,3.33,"7,544","4,343",1.7,10.4,-905,-455,+372,-988,72.9,+620,"6,378",0,0,0
2020/07/07,140,140,135,137,-1,-0.72,3.62,"10,650","6,019",1.8,14.6,-450,-411,+301,-560,72.9,+151,"6,529",0,0,0
2020/07/08,132,137.5,131.5,136.5,+4,+3.02,4.53,"8,865","5,311",1.7,12,+162,+219,+91,+472,73.3,-88,"6,441",+314,314,4.9
2020/07/09,137,143.5,136.5,139,+2.5,+1.83,5.13,"13,071","7,528",1.7,18.3,"-1,040",+362,+374,-304,73.1,"+1,045","7,486",+242,556,7.4
2020/07/10,138,138.5,132,132.5,-6.5,-4.68,4.68,"7,420","4,368",1.7,10,"-2,636",+274,-238,"-2,600",72.9,+461,"7,947",-67,489,6.2
2020/07/13,133.5,136.5,132,135.5,+3,+2.26,3.4,"6,070","3,939",1.5,8.2,-378,+635,-23,+234,72.9,-247,"7,700",+192,681,8.8
2020/07/14,135.5,138.5,134,135,-0.5,-0.37,3.32,"5,989","3,402",1.8,8.2,+386,+43,-41,+388,73,-419,"7,281",+23,704,9.7
2020/07/15,136.5,139,133.5,133.5,-1.5,-1.11,4.07,"6,394","4,014",1.6,8.7,"-1,145",+67,+363,-715,72.9,+185,"7,466",+38,742,9.9
2020/07/16,134.5,135.5,131.5,131.5,-2,-1.5,3,"5,079","3,097",1.6,6.8,+219,-45,-409,-235,73,-250,"7,216",+114,856,11.9
2020/07/17,133.5,134,128,130.5,-1,-0.76,4.56,"5,569","3,269",1.7,7.3,-397,+98,-383,-682,72.9,-371,"6,845",-19,837,12.2
2020/07/20,131,131.5,128.5,131,+0.5,+0.38,2.3,"1,913","1,251",1.5,2.5,-64,-18,+10,-72,72.8,+53,"6,898",+34,871,12.6
2020/07/21,132,135,132,133.5,+2.5,+1.91,2.29,"5,098","2,974",1.7,6.8,"-1,329",-63,-170,"-1,562",72.7,+25,"6,923",+92,963,13.9
2020/07/22,133,133.5,130.5,131.5,-2,-1.5,2.25,"4,555","2,838",1.6,6,"-1,744",-221,-183,"-2,148",72.5,+135,"7,058",-12,951,13.5
2020/07/23,131.5,132.5,129,130,-1.5,-1.14,2.66,"5,131","2,326",2.2,6.7,"-1,076",-435,-128,"-1,639",72.4,+153,"7,211",-26,925,12.8
2020/07/24,130,131.5,127.5,127.5,-2.5,-1.92,3.08,"5,856","2,637",2.2,7.6,-862,+556,-670,-976,72.2,-155,"7,056",-119,806,11.4
2020/07/27,128.5,131,127,128,+0.5,+0.39,3.14,"3,447","1,900",1.8,4.4,-765,-89,+8,-846,72.2,-55,"7,001",+64,870,12.4
2020/07/28,127.5,133.5,127.5,132.5,+4.5,+3.52,4.69,"8,441","4,894",1.7,11.1,-386,+87,+103,-196,72.2,-157,"6,844",+194,"1,064",15.5
2020/07/29,131.5,135,128.5,134.5,+2,+1.51,4.91,"7,737","4,641",1.7,10.2,"-1,285",-15,-214,"-1,514",72,-709,"6,135",+87,"1,151",18.8
2020/07/30,134.5,136.5,133,135.5,+1,+0.74,2.6,"5,720","3,478",1.6,7.7,-911,-3,+224,-690,71.9,-157,"5,978",+181,"1,332",22.3
2020/07/31,134,137,134,135,-0.5,-0.37,2.21,"4,253","2,382",1.8,5.8,-445,-333,-52,-830,71.8,+71,"6,049",+51,"1,383",22.9
2020/08/03,135,136,129.5,130,-5,-3.7,4.81,"5,740","3,239",1.8,7.5,"-1,954",-398,-122,"-2,474",71.6,-131,"5,918",-72,"1,311",22.2
2020/08/04,130.5,132.5,129.5,131.5,+1.5,+1.15,2.31,"4,317","2,052",2.1,5.7,-343,-290,+189,-444,71.5,+343,"6,261",+37,"1,348",21.5
2020/08/05,132,142.5,132,140,+8.5,+6.46,7.98,"14,161","8,223",1.7,19.6,"+2,752",+209,+370,"+3,331",71.8,+620,"6,881",+214,"1,562",22.7
2020/08/06,142,146.5,142,145,+5,+3.57,3.21,"15,005","9,024",1.7,21.7,+517,+792,+197,"+1,506",71.9,"-1,376","5,505",+206,"1,768",32.1
2020/08/07,146,151.5,145,146.5,+1.5,+1.03,4.48,"14,716","10,042",1.5,21.9,"-2,249",+903,+71,"-1,275",71.6,-97,"5,408",+124,"1,892",35
2020/08/10,145,147.5,142.5,144,-2.5,-1.71,3.41,"7,735","4,937",1.6,11.2,+447,+197,-325,+319,71.7,+110,"5,518",+62,"1,954",35.4
2020/08/11,144,146,138.5,139,-5,-3.47,5.21,"8,175","4,958",1.6,11.5,+993,-774,-490,-271,71.8,+394,"5,912",+7,"1,961",33.2
2020/08/12,138.5,141,136,137,-2,-1.44,3.6,"5,468","3,326",1.6,7.5,-16,+14,-285,-287,71.8,+282,"6,194",+78,"2,039",32.9
2020/08/13,139,142,134,134.5,-2.5,-1.82,5.84,"8,038","4,831",1.7,11,-951,-458,-15,"-1,424",71.7,-115,"6,079",+387,"2,426",39.9
2020/08/14,134,136.5,133,135.5,+1,+0.74,2.6,"4,788","2,749",1.7,6.5,"-1,170",-50,+61,"-1,159",71.5,-42,"6,037",-527,"1,899",31.5
2020/08/17,136,137.5,134.5,136,+0.5,+0.37,2.21,"2,559","1,651",1.5,3.5,-906,+20,+55,-831,71.4,+47,"6,084",+17,"1,916",31.5
2020/08/18,137,137,131.5,132,-4,-2.94,4.04,"5,738","3,318",1.7,7.6,"-1,928",-2,-67,"-1,997",71.2,-364,"5,720",-3,"1,913",33.4
2020/08/19,132,135,131,132.5,+0.5,+0.38,3.03,"4,752","3,086",1.5,6.3,-578,+482,-185,-281,71.2,-187,"5,533",+46,"1,959",35.4
2020/08/20,132,132.5,120.5,124,-8.5,-6.42,9.06,"9,690","5,964",1.6,12.1,-436,+161,-493,-768,71.1,-549,"4,984",-62,"1,897",38.1
2020/08/21,126,130,125,129.5,+5.5,+4.44,4.03,"4,583","2,648",1.7,5.9,"-1,253",+27,+52,"-1,174",71,+140,"5,124",+54,"1,951",38.1
2020/08/24,128.5,129.5,125,128,-1.5,-1.16,3.47,"3,402","1,723",2,4.3,-9,-545,+14,-540,71,+35,"5,159",+12,"1,963",38.1
2020/08/25,129.5,130,125,127,-1,-0.78,3.91,"4,646","2,815",1.7,5.9,+611,-350,+59,+320,71,+214,"5,373",-13,"1,950",36.3
2020/08/26,127.5,129.5,127,129,+2,+1.57,1.97,"1,869","1,177",1.6,2.4,+427,-164,+1,+264,71.1,-23,"5,350",+40,"1,990",37.2
2020/08/27,129,130,125.5,125.5,-3.5,-2.71,3.49,"3,297","2,033",1.6,4.2,-316,-187,+18,-485,71,+127,"5,477",-5,"1,985",36.2
2020/08/28,125.5,126.5,124,124.5,-1,-0.8,1.99,"2,312","1,402",1.6,2.9,+394,-74,+7,+327,71.1,+45,"5,522",-18,"1,967",35.6
2020/08/31,126.5,129.5,122.5,123,-1.5,-1.2,5.62,"6,289","3,211",2,7.8,-532,-985,+72,"-1,445",71,+133,"5,655",-5,"1,962",34.7
2020/09/01,123.5,126.5,119.5,123.5,+0.5,+0.41,5.69,"5,409","2,839",1.9,6.7,"+1,179",-318,+115,+976,71.2,-110,"5,545",+24,"1,986",35.8
2020/09/02,125.5,127.5,125,127.5,+4,+3.24,2.02,"4,329","2,636",1.6,5.5,+393,+84,+2,+479,71.2,+119,"5,664",+29,"2,015",35.6
2020/09/03,128.5,130.5,126,126,-1.5,-1.18,3.53,"6,574","4,172",1.6,8.4,"-1,438",-136,+284,"-1,290",71,+68,"5,732",+46,"2,061",36
2020/09/04,124.5,128.5,123,128,+2,+1.59,4.37,"4,390","2,461",1.8,5.6,+495,0,-56,+439,71.1,-106,"5,626",+4,"2,065",36.7
2020/09/07,128.5,128.5,123.5,123.5,-4.5,-3.52,3.91,"4,030","2,373",1.7,5,0,-230,-73,-303,71,+73,"5,699",+441,"2,506",44
2020/09/08,124,126,122,123,-0.5,-0.4,3.24,"3,051","1,750",1.7,3.8,+154,-35,-32,+87,,-9,"5,690",-501,"2,005",35.2
2020/09/09,122,122.5,120,121,-2,-1.63,2.03,"3,193","2,024",1.6,3.9,-274,-569,+51,-792,70.9,+15,"5,705",-25,"1,980",34.7
2020/09/10,123,123.5,121,121,0,0,2.07,"2,079","1,207",1.7,2.5,-98,+149,+6,+57,70.8,+1,"5,706",-6,"1,974",34.6
2020/09/11,121.5,124.5,120,123,+2,+1.65,3.72,"3,464","1,879",1.8,4.2,-5,-158,+115,-48,70.8,-141,"5,565",0,"1,974",35.5
2020/09/14,124,131,123.5,129,+6,+4.88,6.1,"6,009","4,017",1.5,7.7,-416,+468,+361,+413,70.8,+431,"5,996",+8,"1,982",33.1
2020/09/15,128,131.5,127,129,0,0,3.49,"4,994","2,885",1.7,6.5,+949,-331,-43,+575,70.9,+104,"6,100",-1,"1,981",32.5
2020/09/16,130.5,135,130,134.5,+5.5,+4.26,3.88,"8,621","5,301",1.6,11.5,"+1,563",+807,-58,"+2,312",71.1,-184,"5,916",+73,"2,054",34.7
2020/09/17,133.5,135,131,132,-2.5,-1.86,2.97,"3,891","2,436",1.6,5.2,-914,-333,+44,"-1,203",71,+128,"6,044",-2,"2,052",34
2020/09/18,131,135,130,134.5,+2.5,+1.89,3.79,"4,648","2,781",1.7,6.2,-370,+50,+146,-174,71,-208,"5,836",+12,"2,064",35.4
2020/09/21,134,136,133,133.5,-1,-0.74,2.23,"3,167","2,037",1.6,4.3,+23,+686,-24,+685,71,-189,"5,647",+29,"2,093",37.1
2020/09/22,133.5,134.5,131,131.5,-2,-1.5,2.62,"2,383","1,510",1.6,3.2,+45,+419,-187,+277,71,-43,"5,604",+20,"2,113",37.7
2020/09/23,134,134.5,131,131.5,0,0,2.66,"1,702","1,018",1.7,2.3,-378,+168,+16,-194,71,+21,"5,625",+16,"2,129",37.8
2020/09/24,130,131,124,125,-6.5,-4.94,5.32,"6,689","4,235",1.6,8.5,+343,+10,-749,-396,71,-477,"5,148",-57,"2,072",40.2
2020/09/25,126,128,122,123,-2,-1.6,4.8,"5,126","3,061",1.7,6.4,+876,-691,-177,+8,71.1,-7,"5,141",-3,"2,069",40.2
2020/09/28,125,129,124.5,125,+2,+1.63,3.66,"3,982","2,477",1.6,5,+317,+52,+5,+374,71.2,+25,"5,166",+25,"2,094",40.5
2020/09/29,126.5,128,124,125.5,+0.5,+0.4,3.2,"3,231","1,760",1.8,4.1,-627,+620,+33,+26,71.1,+39,"5,205",-2,"2,092",40.2
2020/09/30,126.5,127,125,126,+0.5,+0.4,1.59,"2,393","1,116",2.1,3,-599,+156,+38,-405,71,+60,"5,265",-4,"2,088",39.7
2020/10/05,127,127.5,124.5,127,+1,+0.79,2.38,"2,235","1,318",1.7,2.8,-271,0,+163,-108,71,-6,"5,259",+10,"2,098",39.9
2020/10/06,127.5,133.5,127,132.5,+5.5,+4.33,5.12,"6,302","3,653",1.7,8.3,-750,+637,+449,+336,70.9,-46,"5,213",+47,"2,145",41.1
2020/10/07,131,133,130.5,131,-1.5,-1.13,1.89,"3,203","1,828",1.8,4.2,-939,+536,+127,-276,70.8,+94,"5,307",+21,"2,166",40.8
2020/10/08,133,133,130,131.5,+0.5,+0.38,2.29,"2,655","1,858",1.4,3.5,-951,+69,+74,-808,70.6,+70,"5,377",-12,"2,154",40.1
2020/10/12,131,132,127,128,-3.5,-2.66,3.8,"4,157","2,578",1.6,5.4,-640,+213,-303,-730,70.6,+137,"5,514",-28,"2,126",38.6
2020/10/13,129.5,132.5,129,129,+1,+0.78,2.73,"5,130","3,245",1.6,6.7,+116,-580,-80,-544,70.5,+132,"5,646",+46,"2,172",38.5
2020/10/14,128.5,130,126.5,129,0,0,2.71,"4,503","2,819",1.6,5.8,-954,+66,-84,-972,70.4,+44,"5,690",+24,"2,196",38.6
2020/10/15,128,130,125,126,-3,-2.33,3.88,"4,315","2,731",1.6,5.5,-647,+75,+7,-565,70.3,+254,"5,944",+3,"2,199",37
2020/10/16,126.5,128.5,126,126,0,0,1.98,"2,956","1,782",1.7,3.8,0,-45,0,-45
2020/10/19,127.5,138.5,127.5,137.5,+11.5,+9.13,8.73,"16,530","8,309",2,22.5,"+2,744",+876,+235,"+3,855",70.5,"+1,239","7,119",+189,"2,411",33.9
2020/10/20,137,139,133,135,-2.5,-1.82,4.36,"12,289","7,423",1.7,16.7,"-3,719",+785,+145,"-2,789",70.1,+989,"8,108",+8,"2,419",29.8
2020/10/21,136,137,133,133.5,-1.5,-1.11,2.96,"7,308","4,200",1.7,9.9,-759,+237,-26,-548,70.1,-163,"7,945",+22,"2,441",30.7
2020/10/22,133.5,136,133,134.5,+1,+0.75,2.25,"4,016","2,627",1.5,5.4,-378,-68,-10,-456,70,+108,"8,053",+47,"2,488",30.9
2020/10/23,135.5,136.5,131,132.5,-2,-1.49,4.09,"7,268","4,045",1.8,9.7,"-1,272",-107,+122,"-1,257",69.9,-711,"7,342",+9,"2,497",34
2020/10/26,132.5,133.5,131,131.5,-1,-0.75,1.89,"2,154","1,554",1.4,2.8,+92,-201,-26,-136,69.9,-270,"7,072",+25,"2,522",35.7
2020/10/27,130,131,128.5,130,-1.5,-1.14,1.9,"4,370","2,821",1.5,5.7,"-1,098",-1,-16,"-1,115",69.8,-165,"6,907",+21,"2,543",36.8
2020/10/28,130,130.5,127.5,128,-2,-1.54,2.31,"2,695","1,683",1.6,3.5,+6,+117,-185,-62,69.9,-105,"6,802",+29,"2,572",37.8
2020/10/29,126.5,128,124.5,127,-1,-0.78,2.73,"3,056","2,035",1.5,3.9,"-1,055",+10,-45,"-1,090",69.8,-84,"6,718",-30,"2,542",37.8
2020/10/30,126.5,126.5,121,121,-6,-4.72,4.33,"7,900","4,604",1.7,9.7,"-1,577","-1,487",-629,"-3,693",69.6,-20,"6,698",+44,"2,586",38.6
2020/11/02,121,122.5,117,119.5,-1.5,-1.24,4.55,"5,901","3,327",1.8,7,+136,-571,-235,-670,69.7,-138,"6,560",+9,"2,595",39.6
2020/11/03,121.5,124.5,120.5,123,+3.5,+2.93,3.35,"5,107","3,515",1.5,6.3,+352,-702,+119,-231,69.6,-19,"6,541",-20,"2,575",39.4
2020/11/04,124,127,122,126,+3,+2.44,4.07,"4,187","2,638",1.6,5.2,-129,+306,+136,+313,69.5,+338,"7,200","-2,343",232,3.2
2020/11/05,126,127.5,124.5,126.5,+0.5,+0.4,2.38,"3,792","2,886",1.3,4.8,0,+187,0,+187
2020/11/06,127,130,126,127.5,+1,+0.79,3.16,"6,284","4,543",1.4,8.1,"+1,327",+618,-51,"+1,894",66.8,-143,"7,013",+31,226,3.2
2020/11/09,129,130,126.5,127,-0.5,-0.39,2.75,"3,944","2,582",1.5,5,"-1,168",-136,-5,"-1,309",66.6,+183,"7,196",+42,268,3.7
2020/11/10,126.5,127,121.5,122,-5,-3.94,4.33,"7,421","4,578",1.6,9.1,"-2,207",-330,+39,"-2,498",66.4,-434,"6,762",+97,365,5.4
2020/11/11,123,125,122,123,+1,+0.82,2.46,"5,386","2,913",1.8,6.6,"-1,949",+174,+388,"-1,387",66.2,+113,"6,875",+25,390,5.7
2020/11/12,124.5,126,123.5,124,+1,+0.81,2.03,"7,465","3,632",2.1,9.3,-998,+142,+569,-287,65.9,-37,"6,838",-208,182,2.7
2020/11/13,124,125,121.5,123,-1,-0.81,2.82,"3,615","2,401",1.5,4.4,"-1,380",-52,-311,"-1,743",65.8,+111,"6,949",-19,163,2.3
2020/11/16,125,127,124.5,126,+3,+2.44,2.03,"4,648","3,147",1.5,5.9,-505,-12,+341,-176,65.8,+27,"6,976",-2,161,2.3
2020/11/17,127,127,124,124,-2,-1.59,2.38,"4,271","2,720",1.6,5.3,-970,-509,-65,"-1,544",65.7,+304,"7,280",+1,162,2.2
2020/11/18,123.5,126.5,120.5,121.5,-2.5,-2.02,4.84,"10,571","6,905",1.5,12.9,"-1,627","-2,217",+25,"-3,819",65.5,+458,"7,737",+2,164,2.1
2020/11/19,120,120,118,119,-2.5,-2.06,1.65,"13,248","6,971",1.9,15.7,"-2,777","-3,608",+68,"-6,317",65.2,+694,"8,431",+42,206,2.4
2020/11/20,118,119,116,116.5,-2.5,-2.1,2.52,"13,799","8,600",1.6,16.1,"-2,070","-2,355",+68,"-4,357",65,+591,"9,022",+38,244,2.7
2020/11/23,117,120,116.5,118,+1.5,+1.29,3,"8,252","5,193",1.6,9.7,-820,"-1,087",-25,"-1,932",64.9,+244,"9,266",-8,236,2.5
2020/11/24,119,121,118.5,119,+1,+0.85,2.12,"7,017","4,685",1.5,8.4,-641,-769,+18,"-1,392",64.8,+21,"9,287",-17,219,2.4
2020/11/25,120,120.5,116.5,117,-2,-1.68,3.36,"7,257","4,696",1.5,8.5,"-2,416",-811,+106,"-3,121",64.6,+389,"9,676",+67,286,3
2020/11/26,117.5,119.5,116.5,119,+2,+1.71,2.56,"7,256","4,944",1.5,8.5,"+1,828","-2,265",+39,-399,64.8,+120,"9,796",-24,262,2.7
2020/11/27,119.5,122,119,122,+3,+2.52,2.52,"8,621","5,573",1.5,10.4,+205,+399,+467,"+1,071",64.9,+106,"9,902",-29,233,2.4
2020/11/30,123.5,126,122.5,123.5,+1.5,+1.23,2.87,"14,411","7,620",1.9,17.9,-857,-999,+569,"-1,287",64.8,"+2,092","11,994",-18,215,1.8
2020/12/01,125,126,122.5,124.5,+1,+0.81,2.83,"6,933","3,625",1.9,8.6,"-1,295",-316,+14,"-1,597",64.6,"+1,090","13,084",+47,262,2
2020/12/02,125,125.5,122,122.5,-2,-1.61,2.81,"9,128","5,439",1.7,11.2,-626,"-1,319",+224,"-1,721",64.5,"+1,152","14,236",+5,267,1.9
2020/12/03,123.5,124.5,122,123,+0.5,+0.41,2.04,"6,287","3,448",1.8,7.7,-615,-304,-18,-937,64.4,-94,"14,142",-1,266,1.9
2020/12/04,123,123.5,119.5,121,-2,-1.63,3.25,"7,869","4,629",1.7,9.5,-253,"-1,312",+159,"-1,406",64.5,+43,"14,185",-10,256,1.8
2020/12/07,123,125,119.5,123,+2,+1.65,4.55,"15,276","8,698",1.8,18.7,+12,-861,-720,"-1,569",64.4,-245,"13,918",+210,465,3.3
2020/12/08,123,123.5,121,121.5,-1.5,-1.22,2.03,"7,269","4,449",1.6,8.9,"-1,321","-1,063",-204,"-2,588",64.3,+16,"13,932",-68,400,2.9
2020/12/09,122.5,124.5,122,122.5,+1,+0.82,2.06,"9,322","5,256",1.8,11.5,"+1,293",-611,-199,+483,64.4,-635,"13,297",-16,384,2.9
2020/12/10,122,122,118.5,119.5,-3,-2.45,2.86,"8,811","5,686",1.5,10.6,"-3,482",+46,+36,"-3,400",64.1,+726,"14,023",+38,422,3
2020/12/11,120.5,121,117,118,-1.5,-1.26,3.35,"7,557","4,622",1.6,9,-671,-693,+36,"-1,328",64,-725,"13,298",+62,484,3.6
2020/12/14,118,119,117.5,118,0,0,1.27,"4,722","2,848",1.7,5.6,"-1,232",-772,-46,"-2,050",64,+186,"13,484",-32,452,3.4
2020/12/15,118,118.5,112.5,113,-5,-4.24,5.08,"13,167","7,983",1.6,15.1,"-4,121",-945,-112,"-5,178",63.5,+3,"13,486",+238,690,5.1
2020/12/16,114.5,120,114,120,+7,+6.19,5.31,"9,958","5,825",1.7,11.7,"+4,494",-130,-647,"+3,717",64,-318,"13,168",-200,490,3.7
2020/12/17,119,121.5,118.5,119.5,-0.5,-0.42,2.5,"6,821","4,058",1.7,8.2,"+2,649",+90,-319,"+2,420",64.1,-192,"12,976",-23,467,3.6
2020/12/18,120.5,124,120,121.5,+2,+1.67,3.35,"9,200","4,913",1.9,11.2,"+2,040",+292,-64,"+2,268",64.4,-513,"12,463",-37,430,3.5
2020/12/21,122.5,123,118,118.5,-3,-2.47,4.12,"5,633","3,373",1.7,6.7,"-1,533",-824,+32,"-2,325",64.2,+25,"12,488",-68,362,2.9
2020/12/22,118,119.5,116,116,-2.5,-2.11,2.95,"4,508","2,958",1.5,5.3,-391,-519,+11,-899,64.2,-114,"12,374",-18,344,2.8
2020/12/23,117,119,116,118,+2,+1.72,2.59,"2,547","1,590",1.6,3,+259,+52,-122,+189,64.2,+22,"12,395",-20,324,2.6
2020/12/24,119,120,117,117.5,-0.5,-0.42,2.54,"3,152","1,901",1.7,3.7,+383,-352,-122,-91,64.2,+16,"12,411",-5,319,2.6
2020/12/25,118.5,119.5,116.5,117,-0.5,-0.43,2.55,"2,845","1,969",1.4,3.4,+53,-828,+76,-699,64.2,+181,"12,592",-5,314,2.5
2020/12/28,118,118.5,115.5,115.5,-1.5,-1.28,2.56,"4,535","3,287",1.4,5.3,+256,-846,+52,-538,64.3,+177,"12,769",-4,310,2.4
2020/12/29,116.5,118,114.5,115.5,0,0,3.03,"7,277","4,608",1.6,8.4,-2,"-1,124",+136,-990,64.2,+315,"13,084",-14,296,2.3
2020/12/30,115,116,113.5,115,-0.5,-0.43,2.16,"6,086","3,882",1.6,7,-502,-60,+143,-419,64.1,+21,"13,105",-34,262,2
2020/12/31,115.5,116,113,114,-1,-0.87,2.61,"8,134","4,028",2,9.3,"-2,034",-402,+75,"-2,361",63.9,+209,"13,314",-37,225,1.7
2021/01/04,115,122,115,119,+5,+4.39,6.14,"16,717","9,241",1.8,19.9,"+3,502",0,-237,"+3,266",64.3,+385,"13,699",-11,214,1.6
2021/01/05,119,120,118,119,0,0,1.68,"6,243","4,063",1.5,7.4,-326,-450,-3,-779,64.2,+210,"13,909",-4,210,1.5
2021/01/06,121,124.5,118.5,119.5,+0.5,+0.42,5.04,"17,454","8,901",2,21.2,-586,-1,-69,-656,64.2,"+1,121","15,030",+10,220,1.5
2021/01/07,122,123,120,120,+0.5,+0.42,2.51,"7,690","4,417",1.7,9.3,"+1,610",-50,-87,"+1,473",64.3,+35,"15,065",+5,225,1.5
2021/01/08,121,122,116.5,119,-1,-0.83,4.58,"12,683","7,367",1.7,15,"+1,079",-887,-1,+191,64.4,-333,"14,731",+715,940,6.4
2021/01/11,118.5,119,116.5,118,-1,-0.84,2.1,"8,329","4,873",1.7,9.8,"+1,676",+54,+16,"+1,746",64.6,-116,"14,615",-28,912,6.2
2021/01/12,118.5,121.5,117.5,118,0,0,3.39,"12,802","6,380",2,15.3,+896,+130,+66,"+1,092",64.7,-97,"14,518",-134,778,5.4
2021/01/13,119.5,121.5,119,121,+3,+2.54,2.12,"7,929","4,577",1.7,9.6,"+2,462",-11,+67,"+2,518",64.9,-205,"14,313",-590,188,1.3
2021/01/14,122,124,120.5,122,+1,+0.83,2.89,"15,858","8,328",1.9,19.4,+469,-49,+378,+798,65,+546,"14,858",-11,177,1.2
2021/01/15,123,123,117,117.5,-4.5,-3.69,4.92,"15,761","9,159",1.7,18.8,"-1,639",+17,-25,"-1,647",64.8,+277,"15,135",+15,192,1.3
