Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2020/02/12,128.5,135,126,127,+2.5,+2.01,7.23,"14,160","8,109",1.7,18.3,"-1,572",-97,+208,"-1,461",82,+695,"3,608",-16,602,16.7
2020/02/13,127.5,128,126,127,0,0,1.57,"5,330","3,640",1.5,6.8,"-1,329",-409,-191,"-1,929",81.8,-50,"3,558",+41,643,18.1
2020/02/14,127,130.5,126,128.5,+1.5,+1.18,3.54,"3,496","2,134",1.6,4.5,-793,+84,+151,-558,81.7,+9,"3,567",+3,646,18.1
2020/02/17,126.5,126.5,122,123,-5.5,-4.28,3.5,"8,129","4,033",2,10.1,-155,"-1,050",+13,"-1,192",81.7,+359,"3,926",-38,608,15.5
2020/02/18,122,124,121.5,122,-1,-0.81,2.03,"3,737","2,270",1.6,4.6,-592,-334,-215,"-1,141",81.6,+48,"3,974",+178,786,19.8
2020/02/19,123.5,124,121.5,123,+1,+0.82,2.05,"4,602","2,957",1.6,5.7,+434,+1,-46,+389,81.7,+91,"4,065",-81,705,17.3
2020/02/20,123.5,124.5,122.5,123,0,0,1.63,"2,793","1,517",1.8,3.5,-97,-4,-175,-276,81.7,+3,"4,068",-24,681,16.7
2020/02/21,123,124,121.5,123,0,0,2.03,"2,129","1,187",1.8,2.6,-51,+15,-54,-90,81.7,-92,"3,976",+29,710,17.9
2020/02/24,120.5,121,118,119.5,-3.5,-2.85,2.44,"4,286","3,026",1.4,5.1,"-1,006",+4,+26,-976,81.6,+14,"3,990",-132,578,14.5
2020/02/25,117,124,117,123.5,+4,+3.35,5.86,"2,661","1,913",1.4,3.2,+753,-1,-39,+713,81.6,-100,"3,890",+20,598,15.4
2020/02/26,121,122.5,119,119,-4.5,-3.64,2.83,"5,586","3,911",1.4,6.7,"-1,685",+4,-71,"-1,752",81.4,+298,"4,188",-72,526,12.6
2020/02/27,119,120.5,114,115.5,-3.5,-2.94,5.46,"5,724","3,242",1.8,6.6,"+1,138",-59,-224,+855,81.6,-63,"4,125",-42,484,11.7
2020/03/02,111.5,120,111,118,+2.5,+2.16,7.79,"6,367","4,043",1.6,7.4,+840,-26,+124,+938,81.7,+7,"4,132",+11,495,12
2020/03/03,120.5,123.5,120,121,+3,+2.54,2.97,"6,062","3,292",1.8,7.4,"-1,218",+183,-41,"-1,076",81.5,+1,"4,133",+4,499,12.1
2020/03/04,120,122,118.5,121,0,0,2.89,"4,538","2,669",1.7,5.5,+342,+341,+14,+697,81.6,-38,"4,095",+56,555,13.6
2020/03/05,123,124,120.5,122,+1,+0.83,2.89,"5,416","3,052",1.8,6.6,-492,+215,+31,-246,81.5,+68,"4,163",+11,566,13.6
2020/03/06,120.5,121,118,118.5,-3.5,-2.87,2.46,"4,967","2,973",1.7,5.9,"-1,597",+159,-58,"-1,496",81.4,+65,"4,228",-58,508,12
2020/03/09,116.5,117,111.5,112,-6.5,-5.49,4.64,"5,507","3,393",1.6,6.3,-635,+48,-248,-835,81.3,-176,"4,052",-30,478,11.8
2020/03/10,112,112,112,112,0,0,0,0,0,0,,,,,,81.3,-5,"4,047",0,478,11.8
2020/03/11,116,123,112,112.5,+0.5,+0.45,9.82,"11,392","6,926",1.6,13.4,"-2,293",+902,-830,"-2,221",81,+453,"4,500",+21,499,11.1
2020/03/12,111,111.5,101.5,101.5,-11,-9.78,8.89,"10,710","6,514",1.6,11.1,"-2,163",+113,-574,"-2,624",80.8,-84,"4,416",-93,406,9.2
2020/03/13,92,92.2,91.4,91.4,-10.1,-9.95,0.79,"4,024","2,029",2,3.7,"-1,527",-223,+6,"-1,744",80.6,+94,"4,510",-91,315,7
2020/03/16,88.2,95.3,87.8,87.8,-3.6,-3.94,8.21,"12,458","6,938",1.8,11.3,"-2,990",-103,-277,"-3,370",80.3,-370,"4,140",-83,232,5.6
2020/03/17,83.2,88,79.2,79.2,-8.6,-9.79,10,"12,845","7,848",1.6,10.6,"-2,619",+90,+18,"-2,511",80,-368,"3,772",-76,156,4.1
2020/03/18,80.8,85.4,80,81.1,+1.9,+2.4,6.82,"11,452","7,498",1.5,9.4,-431,+565,-275,-141,80,-286,"3,486",+94,250,7.2
2020/03/19,79.3,80.5,73,73,-8.1,-9.99,9.25,"8,844","4,715",1.9,6.6,"-1,281",-16,-23,"-1,320",79.9,-146,"3,340",-65,185,5.5
2020/03/20,75.8,80.3,74.5,78.5,+5.5,+7.53,7.95,"23,737","10,048",2.4,18.5,+680,+759,+202,"+1,641",79.9,+580,"3,920",+95,280,7.1
2020/03/23,75.9,76.9,73.2,75.5,-3,-3.82,4.71,"4,481","2,262",2,3.4,-393,-66,+13,-446,79.9,-141,"3,779",-47,233,6.2
2020/03/24,78.9,82.6,78,81.1,+5.6,+7.42,6.09,"7,392","4,749",1.6,6,"-1,867",-21,+33,"-1,855",79.7,+218,"3,997",+13,246,6.2
2020/03/25,86,88.2,85,86.8,+5.7,+7.03,3.95,"9,278","5,718",1.6,8.1,"-2,151",+994,-226,"-1,383",79.4,-107,"3,890",+73,319,8.2
2020/03/26,89.5,91.7,86.4,90.9,+4.1,+4.72,6.11,"11,827","7,416",1.6,10.6,+887,+148,+138,"+1,173",79.5,-387,"3,503",+77,396,11.3
2020/03/27,93.9,96.5,92.7,93,+2.1,+2.31,4.18,"10,479","6,450",1.6,9.9,"+1,167",0,-130,"+1,037",79.7,-384,"3,119",+61,457,14.7
2020/03/30,90.2,91.7,88.5,91.1,-1.9,-2.04,3.44,"6,240","3,996",1.6,5.6,"-1,858",-423,+115,"-2,166",79.5,+409,"3,528",-61,396,11.2
2020/03/31,92,93.7,91.3,93,+1.9,+2.09,2.63,"7,967","4,684",1.7,7.4,-967,+339,-69,-697,79.4,-260,"3,268",+25,421,12.9
2020/04/01,93.4,93.7,91,91,-2,-2.15,2.9,"3,828","2,943",1.3,3.5,"-1,246",+506,-17,-757,79.3,+135,"3,403",-40,381,11.2
2020/04/06,90.9,91.5,88.1,90.3,-0.7,-0.77,3.74,"8,481","6,122",1.4,7.6,-229,-102,+43,-288,79.2,+434,"3,837",-76,305,7.9
2020/04/07,92,92.6,90.6,91.3,+1,+1.11,2.21,"10,921","6,800",1.6,10,"-2,322",+815,+233,"-1,274",79,+855,"4,692",-18,287,6.1
2020/04/08,93.9,100,93.7,99.9,+8.6,+9.42,6.9,"16,400","10,397",1.6,16,"-2,018","+1,298",+49,-671,78.7,+526,"5,218",+15,302,5.8
2020/04/09,100.5,103,97,98,-1.9,-1.9,6.01,"11,481","7,504",1.5,11.4,-782,+264,+185,-333,78.6,-250,"4,968",-94,208,4.2
2020/04/10,97.8,98.6,96.3,96.8,-1.2,-1.22,2.35,"6,031","3,512",1.7,5.9,+116,+808,-190,+734,78.7,+100,"5,068",-48,160,3.2
2020/04/13,96.7,98,94.8,95.2,-1.6,-1.65,3.31,"6,401","4,336",1.5,6.2,+376,-3,-192,+181,78.7,+447,"5,515",-160,0,0
2020/04/14,96.6,104.5,96.3,103.5,+8.3,+8.72,8.61,"14,079","8,621",1.6,14.3,-206,+624,+13,+431,78.7,+336,"5,851",0,0,0
2020/04/15,103.5,104.5,101,102,-1.5,-1.45,3.38,"8,216","5,236",1.6,8.4,"-1,192",+12,-436,"-1,616",78.5,-664,"5,187",0,0,0
2020/04/16,101,105,100,102,0,0,4.9,"8,531","4,974",1.7,8.8,"-2,809",+23,+246,"-2,540",78.2,+517,"5,704",0,0,0
2020/04/17,106,109.5,101,102.5,+0.5,+0.49,8.33,"13,374","8,069",1.7,13.9,"-3,231",-1,-60,"-3,292",77.8,+44,"5,748",+62,62,1.1
2020/04/20,102.5,103.5,101,102,-0.5,-0.49,2.44,"5,337","3,256",1.6,5.5,"-2,032",0,-37,"-2,069",77.6,+167,"5,915",+28,90,1.5
2020/04/21,101,103.5,99.1,100,-2,-1.96,4.31,"8,645","4,158",2.1,8.8,"-1,104",-1,-66,"-1,171",77.5,-290,"5,625",+93,183,3.3
2020/04/22,99.1,101,97,100,0,0,4,"4,075","2,898",1.4,4,-19,+99,-142,-62,77.5,-30,"5,595",-18,165,2.9
2020/04/23,101,102.5,99.9,101,+1,+1,2.6,"4,300","2,567",1.7,4.3,-238,-121,-9,-368,77.4,+55,"5,650",+4,169,3
2020/04/24,99,100,97.1,99.3,-1.7,-1.68,2.87,"10,919","6,718",1.6,10.8,"-1,683",-240,-38,"-1,961",77.3,+223,"5,873",+344,513,8.7
2020/04/27,100,102.5,99.7,102,+2.7,+2.72,2.82,"5,391","3,344",1.6,5.5,"+1,386",+2,-11,"+1,377",77.4,-327,"5,546",-137,376,6.8
2020/04/28,101,101.5,99.5,101,-1,-0.98,1.96,"6,302","4,009",1.6,6.3,"-1,531",-274,-58,"-1,863",77.3,+394,"5,940",-62,314,5.3
2020/04/29,101,104.5,101,104,+3,+2.97,3.47,"8,403","5,019",1.7,8.7,"+3,550",-420,-6,"+3,124",77.6,-461,"5,479",-13,301,5.5
2020/04/30,105,109.5,104,108,+4,+3.85,5.29,"12,937","7,645",1.7,13.9,"-3,027","+1,439",+271,"-1,317",77.3,-190,"5,289",+52,353,6.7
2020/05/04,104,108,102.5,106,-2,-1.85,5.09,"10,264","5,008",2,10.9,"-3,566","+1,553",-113,"-2,126",76.9,+338,"5,627",+13,366,6.5
2020/05/05,107,114,107,113,+7,+6.6,6.6,"17,088","9,181",1.9,19.1,"-3,296","+2,489",+157,-650,76.6,-611,"5,016",+49,415,8.3
2020/05/06,114.5,119,114,119,+6,+5.31,4.42,"14,383","8,610",1.7,16.7,"-1,588","+1,126",+32,-430,76.4,-233,"4,783",+114,529,11.1
2020/05/07,118.5,121,115.5,117,-2,-1.68,4.62,"10,529","6,798",1.5,12.4,"-3,498",+648,-172,"-3,022",76,+187,"4,970",-23,506,10.2
2020/05/08,118,119,116.5,117,0,0,2.14,"7,997","5,390",1.5,9.4,"-2,368",+167,+107,"-2,094",75.8,+226,"5,196",+3,509,9.8
2020/05/11,120,124.5,118,118,+1,+0.85,5.56,"13,921","8,887",1.6,16.9,-833,"+1,520",+702,"+1,389",75.8,+25,"5,221",-4,505,9.7
2020/05/12,118.5,122,116.5,117,-1,-0.85,4.66,"8,844","5,438",1.6,10.5,-664,+160,-121,-625,75.8,+2,"5,224",-36,469,9
2020/05/13,116.5,118,114,117.5,+0.5,+0.43,3.42,"6,663","3,951",1.7,7.7,+201,+215,+110,+526,75.8,+84,"5,308",-10,459,8.6
2020/05/14,117.5,119.5,113,113.5,-4,-3.4,5.53,"6,600","4,315",1.5,7.7,"-2,177",+3,-101,"-2,275",75.5,+345,"5,653",-39,420,7.4
2020/05/15,115.5,116.5,110,113.5,0,0,5.73,"6,566","3,988",1.6,7.4,+728,+62,-110,+680,75.7,-249,"5,404",-11,409,7.6
2020/05/18,113.5,114,108.5,108.5,-5,-4.41,4.85,"6,746","4,160",1.6,7.4,-707,-324,-279,"-1,310",75.6,+102,"5,506",-30,379,6.9
2020/05/19,111,112,109,109,+0.5,+0.46,2.76,"6,537","3,397",1.9,7.2,-437,-13,-74,-524,75.5,+17,"5,523",-59,320,5.8
2020/05/20,109.5,114,109.5,113,+4,+3.67,4.13,"7,262","4,504",1.6,8.2,-933,"+1,194",+144,+405,75.4,-318,"5,205",+41,361,6.9
