Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2021/01/06,1800,1920,1800,1920,+120,+6.67,6.67,489,594,0.82,9.2,+75,0,+25,+100,65,-23,56,0,17,30.4
2021/01/07,1935,2020,1905,2020,+100,+5.21,5.99,376,467,0.81,7.4,+58,-1,0,+57,65.2,-15,41,-4,13,31.7
2021/01/08,2030,2150,2020,2150,+130,+6.44,6.44,384,490,0.78,8,+44,0,-10,+34,65.3,0,41,-4,9,22
2021/01/11,2180,2265,2140,2150,0,0,5.81,273,375,0.73,6,-10,-3,-4,-17,65.3,+12,53,0,9,17
2021/01/12,2165,2175,2085,2120,-30,-1.4,4.19,279,361,0.77,5.9,-1,-1,-2,-4,65.3,+22,75,0,9,12
2021/01/13,2120,2120,2055,2055,-65,-3.07,3.07,380,518,0.73,7.9,-90,-50,+9,-131,65,+65,140,0,9,6.4
2021/01/14,2050,2050,1975,2000,-55,-2.68,3.65,358,472,0.76,7.2,+2,-64,+6,-56,65.1,-3,137,+1,10,7.3
2021/01/15,2000,2070,1955,1970,-30,-1.5,5.75,304,383,0.79,6.1,-20,-23,-8,-51,65,+13,150,0,10,6.7
2021/01/18,1990,2020,1940,2020,+50,+2.54,4.06,219,265,0.83,4.3,+35,0,-1,+34,65.1,-3,147,-1,9,6.1
2021/01/19,2035,2055,1955,2000,-20,-0.99,4.95,161,205,0.79,3.2,+6,0,-3,+3,65.1,+5,152,0,9,5.9
2021/01/20,2010,2020,1960,1990,-10,-0.5,3,203,243,0.84,4,+4,0,-4,0,65.1,-6,146,0,9,6.2
2021/01/21,1970,2015,1965,1970,-20,-1.01,2.51,152,222,0.68,3,-18,0,+2,-16,65.1,+10,156,-1,8,5.1
2021/01/22,1985,2100,1975,2060,+90,+4.57,6.35,393,382,1,8,+58,-37,+7,+28,65.2,-11,145,0,8,5.5
2021/01/25,2060,2080,2025,2025,-35,-1.7,2.67,244,229,1.1,5,+18,0,+2,+20,65.3,+2,147,0,8,5.4
2021/01/26,2050,2070,1995,1995,-30,-1.48,3.7,217,199,1.1,4.4,-4,0,-2,-6,65.2,-10,137,0,8,5.8
2021/01/27,2015,2085,1990,2085,+90,+4.51,4.76,259,301,0.86,5.3,+66,-2,+1,+65,65.4,-10,127,0,8,6.3
2021/01/28,2045,2045,1995,2045,-40,-1.92,2.4,235,310,0.76,4.8,+29,0,-6,+23,65.5,-1,126,0,8,6.3
2021/01/29,2055,2090,1990,2000,-45,-2.2,4.89,142,172,0.83,2.9,-16,0,-1,-17,65.5,+10,136,0,8,5.9
2021/02/01,2000,2080,1970,2080,+80,+4,5.5,176,224,0.79,3.6,+73,-3,+4,+74,65.7,-20,116,0,8,6.9
2021/02/02,2110,2195,2090,2110,+30,+1.44,5.05,282,338,0.83,6.1,+49,0,-1,+48,65.8,-8,108,0,8,7.4
2021/02/03,2170,2260,2170,2200,+90,+4.27,4.27,408,472,0.86,9,+96,0,-2,+95,66.1,-10,98,0,8,8.2
2021/02/04,2180,2180,2055,2060,-140,-6.36,5.68,143,244,0.59,3,-29,0,0,-29,66,0,98,0,8,8.2
2021/02/05,2070,2115,2025,2025,-35,-1.7,4.37,172,221,0.78,3.6,-14,0,-2,-16,65.9,+4,102,0,8,7.8
2021/02/17,1995,2025,1960,1965,-60,-2.96,3.21,296,447,0.66,5.9,-92,-9,-1,-102,65.7,+29,130,+4,12,9.2
2021/02/18,1995,2000,1935,1975,+10,+0.51,3.31,155,277,0.56,3.1,-27,0,0,-28,65.7,-2,128,-4,8,6.2
2021/02/19,1980,1980,1930,1980,+5,+0.25,2.53,180,280,0.64,3.5,-6,-14,0,-20,65.7,-3,125,0,8,6.4
2021/02/22,1980,2025,1960,2015,+35,+1.77,3.28,149,232,0.64,3,+30,-2,+3,+31,65.8,-2,123,0,8,6.5
2021/02/23,2035,2100,1950,2100,+85,+4.22,7.44,183,273,0.67,3.7,+57,-1,-2,+55,65.9,-18,105,0,8,7.6
2021/02/24,2050,2120,1945,1945,-155,-7.38,8.33,339,463,0.73,6.9,-47,0,-2,-49,65.8,+21,126,0,8,6.3
2021/02/25,1985,2015,1890,1900,-45,-2.31,6.43,281,610,0.46,5.4,-97,-5,-2,-104,65.5,+14,140,0,8,5.7
2021/02/26,1840,1840,1740,1760,-140,-7.37,5.26,431,836,0.52,7.6,-134,-2,-1,-136,65,+18,158,-1,7,4.4
2021/03/02,1800,1820,1770,1800,+40,+2.27,2.84,257,275,0.93,4.6,-11,0,-2,-13,65,-3,155,0,7,4.5
2021/03/03,1800,1815,1760,1805,+5,+0.28,3.06,139,198,0.7,2.5,+3,0,0,+3,65,+4,159,+1,8,5
2021/03/04,1760,1805,1750,1795,-10,-0.55,3.05,69,110,0.63,1.2,+13,0,-12,+1,65,+2,161,0,8,5
2021/03/05,1750,1800,1700,1800,+5,+0.28,5.57,94,184,0.51,1.6,+6,0,0,+6,65.1,-8,153,0,8,5.2
2021/03/08,1835,1860,1795,1795,-5,-0.28,3.61,268,259,1,4.8,-72,+3,0,-68,64.9,-4,149,0,8,5.4
2021/03/09,1750,1750,1625,1650,-145,-8.08,6.96,372,638,0.58,6.2,-28,-55,0,-83,64.8,+19,168,+1,9,5.4
2021/03/10,1690,1760,1655,1700,+50,+3.03,6.36,584,674,0.87,10,-12,+34,+3,+25,64.7,+11,179,0,9,5
2021/03/11,1700,1810,1685,1805,+105,+6.18,7.35,401,483,0.83,7,+18,+40,+9,+67,64.8,-32,147,+4,13,8.8
2021/03/12,1805,1845,1775,1795,-10,-0.55,3.88,204,264,0.77,3.7,+5,+20,-10,+15,64.8,+4,151,+1,14,9.3
2021/03/15,1795,1800,1740,1755,-40,-2.23,3.34,134,216,0.62,2.4,+9,+12,0,+21,64.8,0,151,-8,6,4
2021/03/16,1770,1805,1760,1770,+15,+0.85,2.56,75,114,0.66,1.3,0,+12,+3,+15,64.8,+3,154,0,6,3.9
2021/03/17,1770,1825,1770,1805,+35,+1.98,3.11,216,282,0.77,3.9,+5,+15,-1,+19,64.9,-2,152,-2,4,2.6
2021/03/18,1835,1835,1760,1770,-35,-1.94,4.16,140,240,0.58,2.5,-25,0,-3,-28,64.8,+4,156,0,4,2.6
2021/03/19,1750,1750,1670,1680,-90,-5.08,4.52,170,395,0.43,2.9,-38,-1,-3,-42,64.7,+10,166,-2,2,1.2
